"Gene_Name","Gene_ID","Protein_ID","mRNA_ID","Start","End","Exon_Intron","Orientation","UTR_CDS","Length"
"RUNX1T1","862","NP_783554.1","NM_175636.2","93017344","93017525","exon","-","CDS","182"
"RUNX1T1","862","NP_783554.1","NM_175636.2","93017526","93023229","intron","-","-","5704"
"RUNX1T1","862","NP_783554.1","NM_175636.2","93023230","93023319","exon","-","CDS","90"
"RUNX1T1","862","NP_783554.1","NM_175636.2","93023320","93026806","intron","-","-","3487"
"RUNX1T1","862","NP_783554.1","NM_175636.2","93026807","93027048","exon","-","CDS","242"
"RUNX1T1","862","NP_783554.1","NM_175636.2","93027049","93029453","intron","-","-","2405"
"RUNX1T1","862","NP_783554.1","NM_175636.2","93029454","93029568","exon","-","CDS","115"
"RUNX1T1","862","NP_783554.1","NM_175636.2","93029569","93029908","exon","-","UTR","340"
"RUVBL1","8607","NP_003698.1","NM_003707.2","0","0","-","-","-","0"
"S100A2","6273","NP_005969.1","NM_005978.3","153533584","153533914","exon","-","UTR","331"
"S100A2","6273","NP_005969.1","NM_005978.3","153533915","153534067","exon","-","CDS","153"
"S100A2","6273","NP_005969.1","NM_005978.3","153534068","153536209","intron","-","-","2142"
"S100A2","6273","NP_005969.1","NM_005978.3","153536210","153536350","exon","-","CDS","141"
"S100A2","6273","NP_005969.1","NM_005978.3","153536351","153536363","exon","-","UTR","13"
"S100A2","6273","NP_005969.1","NM_005978.3","153536364","153537981","intron","-","-","1618"
"S100A2","6273","NP_005969.1","NM_005978.3","153537982","153538306","exon","-","UTR","325"
"S100A4","6275","NP_062427.1","NM_019554.2","153516095","153516234","exon","-","UTR","140"
"S100A4","6275","NP_062427.1","NM_019554.2","153516235","153516399","exon","-","CDS","165"
"S100A4","6275","NP_062427.1","NM_019554.2","153516400","153517129","intron","-","-","730"
"S100A4","6275","NP_062427.1","NM_019554.2","153517130","153517270","exon","-","CDS","141"
"S100A4","6275","NP_062427.1","NM_019554.2","153517271","153517285","exon","-","UTR","15"
"S100A4","6275","NP_062427.1","NM_019554.2","153517286","153517945","intron","-","-","660"
"S100A4","6275","NP_062427.1","NM_019554.2","153517946","153517994","exon","-","UTR","49"
"S100A4","6275","NP_062427.1","NM_019554.2","153517995","153518228","intron","-","-","234"
"S100A4","6275","NP_062427.1","NM_019554.2","153518229","153518282","exon","-","UTR","54"
"S100A4","6275","NP_002952.1","NM_002961.2","153516098","153516234","exon","-","UTR","137"
"S100A4","6275","NP_002952.1","NM_002961.2","153516235","153516399","exon","-","CDS","165"
"S100A4","6275","NP_002952.1","NM_002961.2","153516400","153517129","intron","-","-","730"
"S100A4","6275","NP_002952.1","NM_002961.2","153517130","153517270","exon","-","CDS","141"
"S100A4","6275","NP_002952.1","NM_002961.2","153517271","153517285","exon","-","UTR","15"
"S100A4","6275","NP_002952.1","NM_002961.2","153517286","153518228","intron","-","-","943"
"S100A4","6275","NP_002952.1","NM_002961.2","153518229","153518282","exon","-","UTR","54"
"SAA1","6288","NP_000322.2","NM_000331.4","18287808","18287990","exon","+","UTR","183"
"SAA1","6288","NP_000322.2","NM_000331.4","18287991","18288430","intron","+","-","440"
"SAA1","6288","NP_000322.2","NM_000331.4","18288431","18288434","exon","+","UTR","4"
"SAA1","6288","NP_000322.2","NM_000331.4","18288435","18288525","exon","+","CDS","91"
"SAA1","6288","NP_000322.2","NM_000331.4","18288526","18290741","intron","+","-","2216"
"SAA1","6288","NP_000322.2","NM_000331.4","18290742","18290880","exon","+","CDS","139"
"SAA1","6288","NP_000322.2","NM_000331.4","18290881","18291263","intron","+","-","383"
"SAA1","6288","NP_000322.2","NM_000331.4","18291264","18291402","exon","+","CDS","139"
"SAA1","6288","NP_000322.2","NM_000331.4","18291403","18291524","exon","+","UTR","122"
"SAA1","6288","NP_001171477.1","NM_001178006.1","18287808","18287843","exon","+","UTR","36"
"SAA1","6288","NP_001171477.1","NM_001178006.1","18287844","18287929","intron","+","-","86"
"SAA1","6288","NP_001171477.1","NM_001178006.1","18287930","18287990","exon","+","UTR","61"
"SAA1","6288","NP_001171477.1","NM_001178006.1","18287991","18288430","intron","+","-","440"
"SAA1","6288","NP_001171477.1","NM_001178006.1","18288431","18288434","exon","+","UTR","4"
"SAA1","6288","NP_001171477.1","NM_001178006.1","18288435","18288525","exon","+","CDS","91"
"SAA1","6288","NP_001171477.1","NM_001178006.1","18288526","18290741","intron","+","-","2216"
"SAA1","6288","NP_001171477.1","NM_001178006.1","18290742","18290880","exon","+","CDS","139"
"SAA1","6288","NP_001171477.1","NM_001178006.1","18290881","18291263","intron","+","-","383"
"SAA1","6288","NP_001171477.1","NM_001178006.1","18291264","18291402","exon","+","CDS","139"
"SAA1","6288","NP_001171477.1","NM_001178006.1","18291403","18291524","exon","+","UTR","122"
"SAA1","6288","NP_954630.1","NM_199161.3","18287808","18287843","exon","+","UTR","36"
"SAA1","6288","NP_954630.1","NM_199161.3","18287844","18288430","intron","+","-","587"
"SAA1","6288","NP_954630.1","NM_199161.3","18288431","18288434","exon","+","UTR","4"
"SAA1","6288","NP_954630.1","NM_199161.3","18288435","18288525","exon","+","CDS","91"
"SAA1","6288","NP_954630.1","NM_199161.3","18288526","18290741","intron","+","-","2216"
"SAA1","6288","NP_954630.1","NM_199161.3","18290742","18290880","exon","+","CDS","139"
"SAA1","6288","NP_954630.1","NM_199161.3","18290881","18291263","intron","+","-","383"
"SAA1","6288","NP_954630.1","NM_199161.3","18291264","18291402","exon","+","CDS","139"
"SAA1","6288","NP_954630.1","NM_199161.3","18291403","18291524","exon","+","UTR","122"
"SAA2","6289","NP_001120852.1","NM_001127380.2","18260588","18261494","exon","-","UTR","907"
"SAA2","6289","NP_001120852.1","NM_001127380.2","18261495","18261516","exon","-","CDS","22"
"SAA2","6289","NP_001120852.1","NM_001127380.2","18261517","18267456","intron","-","-","5940"
"SAA2","6289","NP_001120852.1","NM_001127380.2","18267457","18267595","exon","-","CDS","139"
"SAA2","6289","NP_001120852.1","NM_001127380.2","18267596","18269467","intron","-","-","1872"
"SAA2","6289","NP_001120852.1","NM_001127380.2","18269468","18269558","exon","-","CDS","91"
"SAA2","6289","NP_001120852.1","NM_001127380.2","18269559","18269562","exon","-","UTR","4"
"SAA2","6289","NP_001120852.1","NM_001127380.2","18269563","18270149","intron","-","-","587"
"SAA2","6289","NP_001120852.1","NM_001127380.2","18270150","18270182","exon","-","UTR","33"
"SAA2","6289","NP_110381.2","NM_030754.4","18266787","18266923","exon","-","UTR","137"
"SAA2","6289","NP_110381.2","NM_030754.4","18266924","18267062","exon","-","CDS","139"
"SAA2","6289","NP_110381.2","NM_030754.4","18267063","18267456","intron","-","-","394"
"SAA2","6289","NP_110381.2","NM_030754.4","18267457","18267595","exon","-","CDS","139"
"SAA2","6289","NP_110381.2","NM_030754.4","18267596","18269467","intron","-","-","1872"
"SAA2","6289","NP_110381.2","NM_030754.4","18269468","18269558","exon","-","CDS","91"
"SAA2","6289","NP_110381.2","NM_030754.4","18269559","18269562","exon","-","UTR","4"
"SAA2","6289","NP_110381.2","NM_030754.4","18269563","18270149","intron","-","-","587"
"SAA2","6289","NP_110381.2","NM_030754.4","18270150","18270182","exon","-","UTR","33"
"SAT1","6303","NP_002961.1","NM_002970.2","23801275","23801468","exon","+","UTR","194"
"SAT1","6303","NP_002961.1","NM_002970.2","23801469","23801534","exon","+","CDS","66"
"SAT1","6303","NP_002961.1","NM_002970.2","23801535","23801774","intron","+","-","240"
"SAT1","6303","NP_002961.1","NM_002970.2","23801775","23801826","exon","+","CDS","52"
"SAT1","6303","NP_002961.1","NM_002970.2","23801827","23801916","intron","+","-","90"
"SAT1","6303","NP_002961.1","NM_002970.2","23801917","23802000","exon","+","CDS","84"
"SAT1","6303","NP_002961.1","NM_002970.2","23802001","23803444","intron","+","-","1444"
"SAT1","6303","NP_002961.1","NM_002970.2","23803445","23803546","exon","+","CDS","102"
"SAT1","6303","NP_002961.1","NM_002970.2","23803547","23803636","intron","+","-","90"
"SAT1","6303","NP_002961.1","NM_002970.2","23803637","23803677","exon","+","CDS","41"
"SAT1","6303","NP_002961.1","NM_002970.2","23803678","23803802","intron","+","-","125"
"SAT1","6303","NP_002961.1","NM_002970.2","23803803","23803973","exon","+","CDS","171"
"SAT1","6303","NP_002961.1","NM_002970.2","23803974","23804327","exon","+","UTR","354"
"SCARA5","286133","NP_776194.2","NM_173833.5","27727736","27729450","exon","-","UTR","1715"
"SCARA5","286133","NP_776194.2","NM_173833.5","27729451","27729587","exon","-","CDS","137"
"SCARA5","286133","NP_776194.2","NM_173833.5","27729588","27737085","intron","-","-","7498"
"SCARA5","286133","NP_776194.2","NM_173833.5","27737086","27737283","exon","-","CDS","198"
"SCARA5","286133","NP_776194.2","NM_173833.5","27737284","27762294","intron","-","-","25011"
"SCARA5","286133","NP_776194.2","NM_173833.5","27762295","27762351","exon","-","CDS","57"
"SCARA5","286133","NP_776194.2","NM_173833.5","27762352","27764664","intron","-","-","2313"
"SCARA5","286133","NP_776194.2","NM_173833.5","27764665","27764763","exon","-","CDS","99"
"SCARA5","286133","NP_776194.2","NM_173833.5","27764764","27767179","intron","-","-","2416"
"SCARA5","286133","NP_776194.2","NM_173833.5","27767180","27767260","exon","-","CDS","81"
"SCARA5","286133","NP_776194.2","NM_173833.5","27767261","27779087","intron","-","-","11827"
"SCARA5","286133","NP_776194.2","NM_173833.5","27779088","27779762","exon","-","CDS","675"
"SCARA5","286133","NP_776194.2","NM_173833.5","27779763","27823930","intron","-","-","44168"
"SCARA5","286133","NP_776194.2","NM_173833.5","27823931","27824059","exon","-","CDS","129"
"SCARA5","286133","NP_776194.2","NM_173833.5","27824060","27845020","intron","-","-","20961"
"SCARA5","286133","NP_776194.2","NM_173833.5","27845021","27845132","exon","-","CDS","112"
"SCARA5","286133","NP_776194.2","NM_173833.5","27845133","27845147","exon","-","UTR","15"
"SCARA5","286133","NP_776194.2","NM_173833.5","27845148","27849773","intron","-","-","4626"
"SCARA5","286133","NP_776194.2","NM_173833.5","27849774","27850198","exon","-","UTR","425"
"SCGB2A2","4250","NP_002402.1","NM_002411.2","62037630","62037688","exon","+","UTR","59"
"SCGB2A2","4250","NP_002402.1","NM_002411.2","62037689","62037743","exon","+","CDS","55"
"SCGB2A2","4250","NP_002402.1","NM_002411.2","62037744","62038352","intron","+","-","609"
"SCGB2A2","4250","NP_002402.1","NM_002411.2","62038353","62038540","exon","+","CDS","188"
"SCGB2A2","4250","NP_002402.1","NM_002411.2","62038541","62040428","intron","+","-","1888"
"SCGB2A2","4250","NP_002402.1","NM_002411.2","62040429","62040467","exon","+","CDS","39"
"SCGB2A2","4250","NP_002402.1","NM_002411.2","62040468","62040628","exon","+","UTR","161"
"SDC1","6382","NP_002988.3","NM_002997.4","20400558","20402526","exon","-","UTR","1969"
"SDC1","6382","NP_002988.3","NM_002997.4","20402527","20402696","exon","-","CDS","170"
"SDC1","6382","NP_002988.3","NM_002997.4","20402697","20402847","intron","-","-","151"
"SDC1","6382","NP_002988.3","NM_002997.4","20402848","20402983","exon","-","CDS","136"
"SDC1","6382","NP_002988.3","NM_002997.4","20402984","20403573","intron","-","-","590"
"SDC1","6382","NP_002988.3","NM_002997.4","20403574","20404052","exon","-","CDS","479"
"SDC1","6382","NP_002988.3","NM_002997.4","20404053","20405103","intron","-","-","1051"
"SDC1","6382","NP_002988.3","NM_002997.4","20405104","20405185","exon","-","CDS","82"
"SDC1","6382","NP_002988.3","NM_002997.4","20405186","20424562","intron","-","-","19377"
"SDC1","6382","NP_002988.3","NM_002997.4","20424563","20424628","exon","-","CDS","66"
"SDC1","6382","NP_002988.3","NM_002997.4","20424629","20424927","exon","-","UTR","299"
"SDC1","6382","NP_001006947.1","NM_001006946.1","20400558","20402526","exon","-","UTR","1969"
"SDC1","6382","NP_001006947.1","NM_001006946.1","20402527","20402696","exon","-","CDS","170"
"SDC1","6382","NP_001006947.1","NM_001006946.1","20402697","20402847","intron","-","-","151"
"SDC1","6382","NP_001006947.1","NM_001006946.1","20402848","20402983","exon","-","CDS","136"
"SDC1","6382","NP_001006947.1","NM_001006946.1","20402984","20403573","intron","-","-","590"
"SDC1","6382","NP_001006947.1","NM_001006946.1","20403574","20404052","exon","-","CDS","479"
"SDC1","6382","NP_001006947.1","NM_001006946.1","20404053","20405103","intron","-","-","1051"
"SDC1","6382","NP_001006947.1","NM_001006946.1","20405104","20405185","exon","-","CDS","82"
"SDC1","6382","NP_001006947.1","NM_001006946.1","20405186","20424562","intron","-","-","19377"
"SDC1","6382","NP_001006947.1","NM_001006946.1","20424563","20424628","exon","-","CDS","66"
"SDC1","6382","NP_001006947.1","NM_001006946.1","20424629","20424847","exon","-","UTR","219"
"SDC1","6382","NP_001006947.1","NM_001006946.1","20424848","20425022","intron","-","-","175"
"SDC1","6382","NP_001006947.1","NM_001006946.1","20425023","20425194","exon","-","UTR","172"
"SELP","6403","NP_002996.2","NM_003005.3","169558087","169558699","exon","-","UTR","613"
"SELP","6403","NP_002996.2","NM_003005.3","169558700","169559384","intron","-","-","685"
"SELP","6403","NP_002996.2","NM_003005.3","169559385","169559385","exon","-","UTR","1"
"SELP","6403","NP_002996.2","NM_003005.3","169559386","169559440","exon","-","CDS","55"
"SELP","6403","NP_002996.2","NM_003005.3","169559441","169560663","intron","-","-","1223"
"SELP","6403","NP_002996.2","NM_003005.3","169560664","169560694","exon","-","CDS","31"
"SELP","6403","NP_002996.2","NM_003005.3","169560695","169562842","intron","-","-","2148"
"SELP","6403","NP_002996.2","NM_003005.3","169562843","169562962","exon","-","CDS","120"
"SELP","6403","NP_002996.2","NM_003005.3","169562963","169563929","intron","-","-","967"
"SELP","6403","NP_002996.2","NM_003005.3","169563930","169564115","exon","-","CDS","186"
"SELP","6403","NP_002996.2","NM_003005.3","169564116","169565162","intron","-","-","1047"
"SELP","6403","NP_002996.2","NM_003005.3","169565163","169565372","exon","-","CDS","210"
"SELP","6403","NP_002996.2","NM_003005.3","169565373","169566228","intron","-","-","856"
"SELP","6403","NP_002996.2","NM_003005.3","169566229","169566414","exon","-","CDS","186"
"SELP","6403","NP_002996.2","NM_003005.3","169566415","169572263","intron","-","-","5849"
"SELP","6403","NP_002996.2","NM_003005.3","169572264","169572449","exon","-","CDS","186"
"SELP","6403","NP_002996.2","NM_003005.3","169572450","169576186","intron","-","-","3737"
"SELP","6403","NP_002996.2","NM_003005.3","169576187","169576372","exon","-","CDS","186"
"SELP","6403","NP_002996.2","NM_003005.3","169576373","169578741","intron","-","-","2369"
"SELP","6403","NP_002996.2","NM_003005.3","169578742","169578927","exon","-","CDS","186"
"SELP","6403","NP_002996.2","NM_003005.3","169578928","169580729","intron","-","-","1802"
"SELP","6403","NP_002996.2","NM_003005.3","169580730","169580915","exon","-","CDS","186"
"SELP","6403","NP_002996.2","NM_003005.3","169580916","169581454","intron","-","-","539"
"SELP","6403","NP_002996.2","NM_003005.3","169581455","169581640","exon","-","CDS","186"
"SELP","6403","NP_002996.2","NM_003005.3","169581641","169582166","intron","-","-","526"
"SELP","6403","NP_002996.2","NM_003005.3","169582167","169582352","exon","-","CDS","186"
"SELP","6403","NP_002996.2","NM_003005.3","169582353","169582823","intron","-","-","471"
"SELP","6403","NP_002996.2","NM_003005.3","169582824","169582931","exon","-","CDS","108"
"SELP","6403","NP_002996.2","NM_003005.3","169582932","169586265","intron","-","-","3334"
"SELP","6403","NP_002996.2","NM_003005.3","169586266","169586652","exon","-","CDS","387"
"SELP","6403","NP_002996.2","NM_003005.3","169586653","169588366","intron","-","-","1714"
"SELP","6403","NP_002996.2","NM_003005.3","169588367","169588457","exon","-","CDS","91"
"SELP","6403","NP_002996.2","NM_003005.3","169588458","169599309","intron","-","-","10852"
"SELP","6403","NP_002996.2","NM_003005.3","169599310","169599312","exon","-","CDS","3"
"SELP","6403","NP_002996.2","NM_003005.3","169599313","169599377","exon","-","UTR","65"
"SERPINA3","12","NP_001076.2","NM_001085.4","95078714","95078784","exon","+","UTR","71"
"SERPINA3","12","NP_001076.2","NM_001085.4","95078785","95080770","intron","+","-","1986"
"SERPINA3","12","NP_001076.2","NM_001085.4","95080771","95080778","exon","+","UTR","8"
"SERPINA3","12","NP_001076.2","NM_001085.4","95080779","95081421","exon","+","CDS","643"
"SERPINA3","12","NP_001076.2","NM_001085.4","95081422","95085531","intron","+","-","4110"
"SERPINA3","12","NP_001076.2","NM_001085.4","95085532","95085805","exon","+","CDS","274"
"SERPINA3","12","NP_001076.2","NM_001085.4","95085806","95088677","intron","+","-","2872"
"SERPINA3","12","NP_001076.2","NM_001085.4","95088678","95088828","exon","+","CDS","151"
"SERPINA3","12","NP_001076.2","NM_001085.4","95088829","95089947","intron","+","-","1119"
"SERPINA3","12","NP_001076.2","NM_001085.4","95089948","95090151","exon","+","CDS","204"
"SERPINA3","12","NP_001076.2","NM_001085.4","95090152","95090390","exon","+","UTR","239"
"SERPINB2","5055","NP_002566.1","NM_002575.2","61554939","61555004","exon","+","UTR","66"
"SERPINB2","5055","NP_002566.1","NM_002575.2","61555005","61558669","intron","+","-","3665"
"SERPINB2","5055","NP_002566.1","NM_002575.2","61558670","61558678","exon","+","UTR","9"
"SERPINB2","5055","NP_002566.1","NM_002575.2","61558679","61558846","exon","+","CDS","168"
"SERPINB2","5055","NP_002566.1","NM_002575.2","61558847","61562497","intron","+","-","3651"
"SERPINB2","5055","NP_002566.1","NM_002575.2","61562498","61562617","exon","+","CDS","120"
"SERPINB2","5055","NP_002566.1","NM_002575.2","61562618","61564324","intron","+","-","1707"
"SERPINB2","5055","NP_002566.1","NM_002575.2","61564325","61564453","exon","+","CDS","129"
"SERPINB2","5055","NP_002566.1","NM_002575.2","61564454","61564960","intron","+","-","507"
"SERPINB2","5055","NP_002566.1","NM_002575.2","61564961","61565078","exon","+","CDS","118"
"SERPINB2","5055","NP_002566.1","NM_002575.2","61565079","61568973","intron","+","-","3895"
"SERPINB2","5055","NP_002566.1","NM_002575.2","61568974","61569116","exon","+","CDS","143"
"SERPINB2","5055","NP_002566.1","NM_002575.2","61569117","61569637","intron","+","-","521"
"SERPINB2","5055","NP_002566.1","NM_002575.2","61569638","61569802","exon","+","CDS","165"
"SERPINB2","5055","NP_002566.1","NM_002575.2","61569803","61570134","intron","+","-","332"
"SERPINB2","5055","NP_002566.1","NM_002575.2","61570135","61570539","exon","+","CDS","405"
"SERPINB2","5055","NP_002566.1","NM_002575.2","61570540","61571124","exon","+","UTR","585"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61554939","61555004","exon","+","UTR","66"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61555005","61557071","intron","+","-","2067"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61557072","61557329","exon","+","UTR","258"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61557330","61558669","intron","+","-","1340"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61558670","61558678","exon","+","UTR","9"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61558679","61558846","exon","+","CDS","168"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61558847","61562497","intron","+","-","3651"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61562498","61562617","exon","+","CDS","120"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61562618","61564324","intron","+","-","1707"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61564325","61564453","exon","+","CDS","129"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61564454","61564960","intron","+","-","507"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61564961","61565078","exon","+","CDS","118"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61565079","61568973","intron","+","-","3895"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61568974","61569116","exon","+","CDS","143"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61569117","61569637","intron","+","-","521"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61569638","61569802","exon","+","CDS","165"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61569803","61570134","intron","+","-","332"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61570135","61570539","exon","+","CDS","405"
"SERPINB2","5055","NP_001137290.1","NM_001143818.1","61570540","61571124","exon","+","UTR","585"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94906133","94906418","exon","-","UTR","286"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94906419","94906505","exon","-","CDS","87"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94906506","94908661","intron","-","-","2156"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94908662","94908806","exon","-","CDS","145"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94908807","94910882","intron","-","-","2076"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94910883","94911073","exon","-","CDS","191"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94911074","94911873","intron","-","-","800"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94911874","94911992","exon","-","CDS","119"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94911993","94917583","intron","-","-","5591"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94917584","94917758","exon","-","CDS","175"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94917759","94918419","intron","-","-","661"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94918420","94918656","exon","-","CDS","237"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94918657","94922942","intron","-","-","4286"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94922943","94923125","exon","-","CDS","183"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94923126","94924567","intron","-","-","1442"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94924568","94924765","exon","-","CDS","198"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94924766","94926620","intron","-","-","1855"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94926621","94926686","exon","-","CDS","66"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94926687","94963946","intron","-","-","37260"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94963947","94964024","exon","-","CDS","78"
"SESN3","143686","NP_653266.2 ","NM_144665.2","94964025","94964246","exon","-","UTR","222"
"SFN","2810","NP_006133.1","NM_006142.3","27189633","27189703","exon","+","UTR","71"
"SFN","2810","NP_006133.1","NM_006142.3","27189704","27190450","exon","+","CDS","747"
"SFN","2810","NP_006133.1","NM_006142.3","27190451","27190947","exon","+","UTR","497"
"SFRS3","6428","NP_003008.1","NM_003017.4","36562090","36562258","exon","+","UTR","169"
"SFRS3","6428","NP_003008.1","NM_003017.4","36562259","36564537","intron","+","-","2279"
"SFRS3","6428","NP_003008.1","NM_003017.4","36564538","36564539","exon","+","UTR","2"
"SFRS3","6428","NP_003008.1","NM_003017.4","36564540","36564745","exon","+","CDS","206"
"SFRS3","6428","NP_003008.1","NM_003017.4","36564746","36566625","intron","+","-","1880"
"SFRS3","6428","NP_003008.1","NM_003017.4","36566626","36566760","exon","+","CDS","135"
"SFRS3","6428","NP_003008.1","NM_003017.4","36566761","36568928","intron","+","-","2168"
"SFRS3","6428","NP_003008.1","NM_003017.4","36568929","36568967","exon","+","CDS","39"
"SFRS3","6428","NP_003008.1","NM_003017.4","36568968","36569484","intron","+","-","517"
"SFRS3","6428","NP_003008.1","NM_003017.4","36569485","36569571","exon","+","CDS","87"
"SFRS3","6428","NP_003008.1","NM_003017.4","36569572","36569738","intron","+","-","167"
"SFRS3","6428","NP_003008.1","NM_003017.4","36569739","36569766","exon","+","CDS","28"
"SFRS3","6428","NP_003008.1","NM_003017.4","36569767","36572244","exon","+","UTR","2478"
"SHBG","6462","NP_001139753.1","NM_001146281.1","7533453","7533490","exon","+","UTR","38"
"SHBG","6462","NP_001139753.1","NM_001146281.1","7533491","7533601","exon","+","CDS","111"
"SHBG","6462","NP_001139753.1","NM_001146281.1","7533602","7533733","intron","+","-","132"
"SHBG","6462","NP_001139753.1","NM_001146281.1","7533734","7533825","exon","+","CDS","92"
"SHBG","6462","NP_001139753.1","NM_001146281.1","7533826","7533997","intron","+","-","172"
"SHBG","6462","NP_001139753.1","NM_001146281.1","7533998","7534187","exon","+","CDS","190"
"SHBG","6462","NP_001139753.1","NM_001146281.1","7534188","7534517","intron","+","-","330"
"SHBG","6462","NP_001139753.1","NM_001146281.1","7534518","7534679","exon","+","CDS","162"
"SHBG","6462","NP_001139753.1","NM_001146281.1","7534680","7534906","intron","+","-","227"
"SHBG","6462","NP_001139753.1","NM_001146281.1","7534907","7535066","exon","+","CDS","160"
"SHBG","6462","NP_001139753.1","NM_001146281.1","7535067","7536521","intron","+","-","1455"
"SHBG","6462","NP_001139753.1","NM_001146281.1","7536522","7536670","exon","+","CDS","149"
"SHBG","6462","NP_001139753.1","NM_001146281.1","7536671","7536700","exon","+","UTR","30"
"SHBG","6462","NP_001031.2","NM_001040.3","7533453","7533490","exon","+","UTR","38"
"SHBG","6462","NP_001031.2","NM_001040.3","7533491","7533601","exon","+","CDS","111"
"SHBG","6462","NP_001031.2","NM_001040.3","7533602","7533733","intron","+","-","132"
"SHBG","6462","NP_001031.2","NM_001040.3","7533734","7533825","exon","+","CDS","92"
"SHBG","6462","NP_001031.2","NM_001040.3","7533826","7533997","intron","+","-","172"
"SHBG","6462","NP_001031.2","NM_001040.3","7533998","7534187","exon","+","CDS","190"
"SHBG","6462","NP_001031.2","NM_001040.3","7534188","7534517","intron","+","-","330"
"SHBG","6462","NP_001031.2","NM_001040.3","7534518","7534679","exon","+","CDS","162"
"SHBG","6462","NP_001031.2","NM_001040.3","7534680","7534906","intron","+","-","227"
"SHBG","6462","NP_001031.2","NM_001040.3","7534907","7535066","exon","+","CDS","160"
"SHBG","6462","NP_001031.2","NM_001040.3","7535067","7535196","intron","+","-","130"
"SHBG","6462","NP_001031.2","NM_001040.3","7535197","7535333","exon","+","CDS","137"
"SHBG","6462","NP_001031.2","NM_001040.3","7535334","7536069","intron","+","-","736"
"SHBG","6462","NP_001031.2","NM_001040.3","7536070","7536277","exon","+","CDS","208"
"SHBG","6462","NP_001031.2","NM_001040.3","7536278","7536521","intron","+","-","244"
"SHBG","6462","NP_001031.2","NM_001040.3","7536522","7536670","exon","+","CDS","149"
"SHBG","6462","NP_001031.2","NM_001040.3","7536671","7536700","exon","+","UTR","30"
"SHBG","6462","NP_001139751.1","NM_001146279.1","7533453","7533490","exon","+","UTR","38"
"SHBG","6462","NP_001139751.1","NM_001146279.1","7533491","7533601","exon","+","CDS","111"
"SHBG","6462","NP_001139751.1","NM_001146279.1","7533602","7533733","intron","+","-","132"
"SHBG","6462","NP_001139751.1","NM_001146279.1","7533734","7533825","exon","+","CDS","92"
"SHBG","6462","NP_001139751.1","NM_001146279.1","7533826","7533997","intron","+","-","172"
"SHBG","6462","NP_001139751.1","NM_001146279.1","7533998","7534187","exon","+","CDS","190"
"SHBG","6462","NP_001139751.1","NM_001146279.1","7534188","7534517","intron","+","-","330"
"SHBG","6462","NP_001139751.1","NM_001146279.1","7534518","7534679","exon","+","CDS","162"
"SHBG","6462","NP_001139751.1","NM_001146279.1","7534680","7534960","intron","+","-","281"
"SHBG","6462","NP_001139751.1","NM_001146279.1","7534961","7535066","exon","+","CDS","106"
"SHBG","6462","NP_001139751.1","NM_001146279.1","7535067","7535196","intron","+","-","130"
"SHBG","6462","NP_001139751.1","NM_001146279.1","7535197","7535333","exon","+","CDS","137"
"SHBG","6462","NP_001139751.1","NM_001146279.1","7535334","7536069","intron","+","-","736"
"SHBG","6462","NP_001139751.1","NM_001146279.1","7536070","7536277","exon","+","CDS","208"
"SHBG","6462","NP_001139751.1","NM_001146279.1","7536278","7536521","intron","+","-","244"
