"Gene_Name","Gene_ID","Protein_ID","SwissProt_ID","PDB_ID","Method","Resolution","Chain","Position"
"TBX3","6926","NP_005987.3","O15119","1H6F","X-ray","1.70","A/B","101-311"
"TBX3","6926","NP_057653.3","O15119","1H6F","X-ray","1.70","A/B","101-311"
"TCEAL7","56849","NP_689491.1","Q9BRU2","-","-","0.00","-","-"
"TCEB3","6924","NP_003189.2","Q14241","-","-","0.00","-","-"
"TFAM","7019","NP_003192.1","Q00059","3FGH","X-ray","1.35","A","153-218"
"TFAP2A","7020","NP_001027451.1","P05549","-","-","0.00","-","-"
"TFAP2A","7020","NP_001035890.1","P05549","-","-","0.00","-","-"
"TFAP2A","7020","NP_003211.1","P05549","-","-","0.00","-","-"
"TFF1","7031","NP_003216.1","P04155","1HI7","NMR","0.00","A/B","25-84"
"TFF1","7031","NP_003216.1","P04155","1PS2","NMR","0.00","A","25-84"
"TFF3","7033","NP_003217.3","Q07654","1E9T","NMR","0.00","A","22-80"
"TFF3","7033","NP_003217.3","Q07654","1PE3","NMR","0.00","40545","22-80"
"THBS2","7058","NP_003238.2","P35442","1YO8","X-ray","2.60","A","551-1172"
"THBS2","7058","NP_003238.2","P35442","2RHP","X-ray","2.90","A","551-1172"
"THRB","7068","NP_000452.2","P10828","1BSX","X-ray","3.70","A/B","202-461"
"THRB","7068","NP_000452.2","P10828","1N46","X-ray","2.20","A/B","204-461"
"THRB","7068","NP_000452.2","P10828","1NAX","X-ray","2.70","A","209-460"
"THRB","7068","NP_000452.2","P10828","1NQ0","X-ray","2.40","A","202-461"
"THRB","7068","NP_000452.2","P10828","1NQ1","X-ray","2.90","A","202-461"
"THRB","7068","NP_000452.2","P10828","1NQ2","X-ray","2.40","A","202-461"
"THRB","7068","NP_000452.2","P10828","1NUO","X-ray","3.10","A","202-461"
"THRB","7068","NP_000452.2","P10828","1Q4X","X-ray","2.80","A","209-461"
"THRB","7068","NP_000452.2","P10828","1R6G","X-ray","3.00","A","203-461"
"THRB","7068","NP_000452.2","P10828","1XZX","X-ray","2.50","X","202-461"
"THRB","7068","NP_000452.2","P10828","1Y0X","X-ray","3.10","X","202-461"
"THRB","7068","NP_000452.2","P10828","2J4A","X-ray","2.20","A","209-461"
"THRB","7068","NP_000452.2","P10828","2NLL","X-ray","1.90","B","104-204"
"THRB","7068","NP_000452.2","P10828","2PIN","X-ray","2.30","A/B","209-461"
"THRB","7068","NP_000452.2","P10828","3D57","X-ray","2.20","A/B","209-460"
"THRB","7068","NP_000452.2","P10828","3GWS","X-ray","2.20","X","202-460"
"THRB","7068","NP_000452.2","P10828","3IMY","X-ray","2.55","A","202-461"
"THRB","7068","NP_000452.2","P10828","3JZC","X-ray","2.50","A","202-461"
"THRB","7068","NP_001121648.1","P10828","1BSX","X-ray","3.70","A/B","202-461"
"THRB","7068","NP_001121648.1","P10828","1N46","X-ray","2.20","A/B","204-461"
"THRB","7068","NP_001121648.1","P10828","1NAX","X-ray","2.70","A","209-460"
"THRB","7068","NP_001121648.1","P10828","1NQ0","X-ray","2.40","A","202-461"
"THRB","7068","NP_001121648.1","P10828","1NQ1","X-ray","2.90","A","202-461"
"THRB","7068","NP_001121648.1","P10828","1NQ2","X-ray","2.40","A","202-461"
"THRB","7068","NP_001121648.1","P10828","1NUO","X-ray","3.10","A","202-461"
"THRB","7068","NP_001121648.1","P10828","1Q4X","X-ray","2.80","A","209-461"
"THRB","7068","NP_001121648.1","P10828","1R6G","X-ray","3.00","A","203-461"
"THRB","7068","NP_001121648.1","P10828","1XZX","X-ray","2.50","X","202-461"
"THRB","7068","NP_001121648.1","P10828","1Y0X","X-ray","3.10","X","202-461"
"THRB","7068","NP_001121648.1","P10828","2J4A","X-ray","2.20","A","209-461"
"THRB","7068","NP_001121648.1","P10828","2NLL","X-ray","1.90","B","104-204"
"THRB","7068","NP_001121648.1","P10828","2PIN","X-ray","2.30","A/B","209-461"
"THRB","7068","NP_001121648.1","P10828","3D57","X-ray","2.20","A/B","209-460"
"THRB","7068","NP_001121648.1","P10828","3GWS","X-ray","2.20","X","202-460"
"THRB","7068","NP_001121648.1","P10828","3IMY","X-ray","2.55","A","202-461"
"THRB","7068","NP_001121648.1","P10828","3JZC","X-ray","2.50","A","202-461"
"THRB","7068","NP_001121649.1","P10828","1BSX","X-ray","3.70","A/B","202-461"
"THRB","7068","NP_001121649.1","P10828","1N46","X-ray","2.20","A/B","204-461"
"THRB","7068","NP_001121649.1","P10828","1NAX","X-ray","2.70","A","209-460"
"THRB","7068","NP_001121649.1","P10828","1NQ0","X-ray","2.40","A","202-461"
"THRB","7068","NP_001121649.1","P10828","1NQ1","X-ray","2.90","A","202-461"
"THRB","7068","NP_001121649.1","P10828","1NQ2","X-ray","2.40","A","202-461"
"THRB","7068","NP_001121649.1","P10828","1NUO","X-ray","3.10","A","202-461"
"THRB","7068","NP_001121649.1","P10828","1Q4X","X-ray","2.80","A","209-461"
"THRB","7068","NP_001121649.1","P10828","1R6G","X-ray","3.00","A","203-461"
"THRB","7068","NP_001121649.1","P10828","1XZX","X-ray","2.50","X","202-461"
"THRB","7068","NP_001121649.1","P10828","1Y0X","X-ray","3.10","X","202-461"
"THRB","7068","NP_001121649.1","P10828","2J4A","X-ray","2.20","A","209-461"
"THRB","7068","NP_001121649.1","P10828","2NLL","X-ray","1.90","B","104-204"
"THRB","7068","NP_001121649.1","P10828","2PIN","X-ray","2.30","A/B","209-461"
"THRB","7068","NP_001121649.1","P10828","3D57","X-ray","2.20","A/B","209-460"
"THRB","7068","NP_001121649.1","P10828","3GWS","X-ray","2.20","X","202-460"
"THRB","7068","NP_001121649.1","P10828","3IMY","X-ray","2.55","A","202-461"
"THRB","7068","NP_001121649.1","P10828","3JZC","X-ray","2.50","A","202-461"
"TIMP1","7076","NP_003245.1","P01033","1D2B","NMR","0.00","A","24-149"
"TIMP1","7076","NP_003245.1","P01033","1LQN","model","0.00","A","1-207"
"TIMP1","7076","NP_003245.1","P01033","1OO9","NMR","0.00","B","24-149"
"TIMP1","7076","NP_003245.1","P01033","1UEA","X-ray","2.80","B/D","24-207"
"TIMP1","7076","NP_003245.1","P01033","2J0T","X-ray","0.00","D/E/F","24-149"
"TIMP1","7076","NP_003245.1","P01033","3MA2","X-ray","2.05","B/C","24-148"
"TMC5","79838","NP_001098718.1","Q6UXY8","-","-","0.00","-","-"
"TMC5","79838","NP_001098719.1","Q6UXY8","-","-","0.00","-","-"
"TMC5","79838","NP_079056.2","Q6UXY8","-","-","0.00","-","-"
"TMEFF1","8577","NP_003683.2","Q8IYR6","-","-","0.00","-","-"
"TMEM101","84336","NP_115752.1","Q96IK0","-","-","0.00","-","-"
"TMEM132C","92293","NP_001129575.2","Q8N3T6","-","-","0.00","-","-"
"TMEM9B","56674","NP_065695.1","Q9NQ34","-","-","0.00","-","-"
"TMSB10","9168","NP_066926.1","P63313","-","-","0.00","-","-"
"TNFAIP3","7128","NP_006281.1","P21580","2EQE","NMR","0.00","A","597-631"
"TNFAIP3","7128","NP_006281.1","P21580","2EQF","NMR","0.00","A","758-790"
"TNFAIP3","7128","NP_006281.1","P21580","2EQG","NMR","0.00","A","381-416"
"TNFAIP3","7128","NP_006281.1","P21580","2VFJ","X-ray","3.20","A/B/C/D","1-366"
"TNFAIP3","7128","NP_006281.1","P21580","3DKB","X-ray","2.50","A/B/C/D/E/F","1-370"
"TNFAIP3","7128","NP_006281.1","P21580","3OJ3","X-ray","2.50","I/J/K/L/M/N/O/P","592-635"
"TNFAIP3","7128","NP_006281.1","P21580","3OJ4","X-ray","3.40","C/F","592-635"
"TNFRSF10C","8794","NP_003832.2","O14798","-","-","0.00","-","-"
"TNXB","7148","NP_061978.6","P22105","2CUH","NMR","0.00","A","3890-3991"
"TNXB","7148","NP_061978.6","P22105","2CUI","NMR","0.00","A","3699-3797"
"TNXB","7148","NP_061978.6","P22105","2CUM","NMR","0.00","A","3977-4069"
"TP53","7157","NP_000537.3","P04637","1A1U","NMR","0.00","A/C","324-358"
"TP53","7157","NP_000537.3","P04637","1AIE","X-ray","1.50","A","326-356"
"TP53","7157","NP_000537.3","P04637","1C26","X-ray","1.70","A","325-356"
"TP53","7157","NP_000537.3","P04637","1DT7","NMR","0.00","X/Y","367-388"
"TP53","7157","NP_000537.3","P04637","1GZH","X-ray","2.60","A/C","95-292"
"TP53","7157","NP_000537.3","P04637","1H26","X-ray","2.24","E","376-386"
"TP53","7157","NP_000537.3","P04637","1HS5","NMR","0.00","A/B","324-357"
"TP53","7157","NP_000537.3","P04637","1JSP","NMR","0.00","A","367-386"
"TP53","7157","NP_000537.3","P04637","1KZY","X-ray","2.50","A/B","95-289"
"TP53","7157","NP_000537.3","P04637","1MA3","X-ray","2.00","B","372-389"
"TP53","7157","NP_000537.3","P04637","1OLG","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_000537.3","P04637","1OLH","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_000537.3","P04637","1PES","NMR","0.00","A/B/C/D","325-355"
"TP53","7157","NP_000537.3","P04637","1PET","NMR","0.00","A/B/C/D","325-355"
"TP53","7157","NP_000537.3","P04637","1SAE","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_000537.3","P04637","1SAF","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_000537.3","P04637","1SAH","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_000537.3","P04637","1SAJ","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_000537.3","P04637","1SAK","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_000537.3","P04637","1SAL","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_000537.3","P04637","1TSR","X-ray","2.20","A/B/C","94-312"
"TP53","7157","NP_000537.3","P04637","1TUP","X-ray","2.20","A/B/C","94-312"
"TP53","7157","NP_000537.3","P04637","1UOL","X-ray","1.90","A/B","94-312"
"TP53","7157","NP_000537.3","P04637","1XQH","X-ray","1.75","B/F","369-377"
"TP53","7157","NP_000537.3","P04637","1YC5","X-ray","1.40","B","372-389"
"TP53","7157","NP_000537.3","P04637","1YCQ","X-ray","2.30","B","13-29"
"TP53","7157","NP_000537.3","P04637","1YCR","X-ray","2.60","B","15-29"
"TP53","7157","NP_000537.3","P04637","1YCS","X-ray","2.20","A","94-292"
"TP53","7157","NP_000537.3","P04637","2AC0","X-ray","1.80","A/B/C/D","94-293"
"TP53","7157","NP_000537.3","P04637","2ADY","X-ray","2.50","A/B","94-293"
"TP53","7157","NP_000537.3","P04637","2AHI","X-ray","1.85","A/B/C/D","94-293"
"TP53","7157","NP_000537.3","P04637","2ATA","X-ray","2.20","A/B/C/D","94-293"
"TP53","7157","NP_000537.3","P04637","2B3G","X-ray","1.60","B","33-60"
"TP53","7157","NP_000537.3","P04637","2BIM","X-ray","1.98","A/B","94-312"
"TP53","7157","NP_000537.3","P04637","2BIN","X-ray","1.90","A","94-312"
"TP53","7157","NP_000537.3","P04637","2BIO","X-ray","1.90","A","94-312"
"TP53","7157","NP_000537.3","P04637","2BIP","X-ray","1.80","A","94-312"
"TP53","7157","NP_000537.3","P04637","2BIQ","X-ray","1.80","A","94-312"
"TP53","7157","NP_000537.3","P04637","2F1X","X-ray","2.30","A/B","359-368"
"TP53","7157","NP_000537.3","P04637","2FEJ","NMR","0.00","A","94-297"
"TP53","7157","NP_000537.3","P04637","2FOJ","X-ray","1.60","B","363-367"
"TP53","7157","NP_000537.3","P04637","2FOO","X-ray","2.20","B","358-363"
"TP53","7157","NP_000537.3","P04637","2GS0","NMR","0.00","B","20-73"
"TP53","7157","NP_000537.3","P04637","2H1L","X-ray","3.16","M/N/O/P/Q/R/S/T/U/V/","92-292"
"TP53","7157","NP_000537.3","P04637","2H2D","X-ray","1.70","B","372-389"
"TP53","7157","NP_000537.3","P04637","2H2F","X-ray","2.20","B","372-389"
"TP53","7157","NP_000537.3","P04637","2H4F","X-ray","2.00","D","372-389"
"TP53","7157","NP_000537.3","P04637","2H4H","X-ray","1.99","B","372-389"
"TP53","7157","NP_000537.3","P04637","2H4J","X-ray","2.10","D","372-389"
"TP53","7157","NP_000537.3","P04637","2H59","X-ray","1.90","D/E","372-389"
"TP53","7157","NP_000537.3","P04637","2J0Z","NMR","0.00","A/B/C/D","326-356"
"TP53","7157","NP_000537.3","P04637","2J10","NMR","0.00","A/B/C/D","326-356"
"TP53","7157","NP_000537.3","P04637","2J11","NMR","0.00","A/B/C/D","332-356"
"TP53","7157","NP_000537.3","P04637","2J1W","X-ray","1.80","A/B","94-312"
"TP53","7157","NP_000537.3","P04637","2J1X","X-ray","1.65","A/B","94-312"
"TP53","7157","NP_000537.3","P04637","2J1Y","X-ray","1.69","A/B/C/D","94-293"
"TP53","7157","NP_000537.3","P04637","2J1Z","X-ray","1.80","A/B","94-312"
"TP53","7157","NP_000537.3","P04637","2J20","X-ray","1.80","A/B","94-312"
"TP53","7157","NP_000537.3","P04637","2J21","X-ray","1.60","A/B","94-312"
"TP53","7157","NP_000537.3","P04637","2K8F","NMR","0.00","B","14246"
"TP53","7157","NP_000537.3","P04637","2L14","NMR","0.00","B","13-61"
"TP53","7157","NP_000537.3","P04637","2OCJ","X-ray","2.05","A/B/C/D","94-312"
"TP53","7157","NP_000537.3","P04637","2PCX","X-ray","1.54","A","94-292"
"TP53","7157","NP_000537.3","P04637","2QVQ","X-ray","2.00","A","94-289"
"TP53","7157","NP_000537.3","P04637","2QXA","X-ray","1.50","A/B/C/D","95-289"
"TP53","7157","NP_000537.3","P04637","2QXB","X-ray","2.50","A/B/C/D","95-289"
"TP53","7157","NP_000537.3","P04637","2QXC","X-ray","1.85","A/B/C/D","95-289"
"TP53","7157","NP_000537.3","P04637","2VUK","X-ray","1.50","A/B","94-312"
"TP53","7157","NP_000537.3","P04637","2WGX","X-ray","1.75","A/B","94-310"
"TP53","7157","NP_000537.3","P04637","2X0U","X-ray","1.60","A/B","94-312"
"TP53","7157","NP_000537.3","P04637","2X0V","X-ray","1.80","A/B","94-312"
"TP53","7157","NP_000537.3","P04637","2X0W","X-ray","2.10","A/B","94-312"
"TP53","7157","NP_000537.3","P04637","2Z5S","X-ray","2.30","P/Q/R","15-29"
"TP53","7157","NP_000537.3","P04637","2Z5T","X-ray","2.30","P/Q/R","15-29"
"TP53","7157","NP_000537.3","P04637","3D05","X-ray","1.70","A","94-293"
"TP53","7157","NP_000537.3","P04637","3D06","X-ray","1.20","A","94-293"
"TP53","7157","NP_000537.3","P04637","3D07","X-ray","2.20","A/B","94-293"
"TP53","7157","NP_000537.3","P04637","3D08","X-ray","1.40","A","94-293"
"TP53","7157","NP_000537.3","P04637","3D09","X-ray","1.90","A","94-293"
"TP53","7157","NP_000537.3","P04637","3D0A","X-ray","1.80","A/B/C/D","94-293"
"TP53","7157","NP_000537.3","P04637","3DAB","X-ray","1.90","B/D/F/H","15-29"
"TP53","7157","NP_000537.3","P04637","3DAC","X-ray","1.80","B/P","17-37"
"TP53","7157","NP_000537.3","P04637","3IGK","X-ray","1.70","A","94-293"
"TP53","7157","NP_000537.3","P04637","3IGL","X-ray","1.80","A","94-293"
"TP53","7157","NP_000537.3","P04637","3KMD","X-ray","2.15","A/B/C/D","92-291"
"TP53","7157","NP_000537.3","P04637","3KZ8","X-ray","1.91","A/B","94-293"
"TP53","7157","NP_000537.3","P04637","3LW1","X-ray","1.28","P","385-393"
"TP53","7157","NP_000537.3","P04637","3PDH","X-ray","1.80","D","372-389"
"TP53","7157","NP_000537.3","P04637","3SAK","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119584.1","P04637","1A1U","NMR","0.00","A/C","324-358"
"TP53","7157","NP_001119584.1","P04637","1AIE","X-ray","1.50","A","326-356"
"TP53","7157","NP_001119584.1","P04637","1C26","X-ray","1.70","A","325-356"
"TP53","7157","NP_001119584.1","P04637","1DT7","NMR","0.00","X/Y","367-388"
"TP53","7157","NP_001119584.1","P04637","1GZH","X-ray","2.60","A/C","95-292"
"TP53","7157","NP_001119584.1","P04637","1H26","X-ray","2.24","E","376-386"
"TP53","7157","NP_001119584.1","P04637","1HS5","NMR","0.00","A/B","324-357"
"TP53","7157","NP_001119584.1","P04637","1JSP","NMR","0.00","A","367-386"
"TP53","7157","NP_001119584.1","P04637","1KZY","X-ray","2.50","A/B","95-289"
"TP53","7157","NP_001119584.1","P04637","1MA3","X-ray","2.00","B","372-389"
"TP53","7157","NP_001119584.1","P04637","1OLG","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119584.1","P04637","1OLH","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119584.1","P04637","1PES","NMR","0.00","A/B/C/D","325-355"
"TP53","7157","NP_001119584.1","P04637","1PET","NMR","0.00","A/B/C/D","325-355"
"TP53","7157","NP_001119584.1","P04637","1SAE","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119584.1","P04637","1SAF","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119584.1","P04637","1SAH","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119584.1","P04637","1SAJ","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119584.1","P04637","1SAK","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119584.1","P04637","1SAL","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119584.1","P04637","1TSR","X-ray","2.20","A/B/C","94-312"
"TP53","7157","NP_001119584.1","P04637","1TUP","X-ray","2.20","A/B/C","94-312"
"TP53","7157","NP_001119584.1","P04637","1UOL","X-ray","1.90","A/B","94-312"
"TP53","7157","NP_001119584.1","P04637","1XQH","X-ray","1.75","B/F","369-377"
"TP53","7157","NP_001119584.1","P04637","1YC5","X-ray","1.40","B","372-389"
"TP53","7157","NP_001119584.1","P04637","1YCQ","X-ray","2.30","B","13-29"
"TP53","7157","NP_001119584.1","P04637","1YCR","X-ray","2.60","B","15-29"
"TP53","7157","NP_001119584.1","P04637","1YCS","X-ray","2.20","A","94-292"
"TP53","7157","NP_001119584.1","P04637","2AC0","X-ray","1.80","A/B/C/D","94-293"
"TP53","7157","NP_001119584.1","P04637","2ADY","X-ray","2.50","A/B","94-293"
"TP53","7157","NP_001119584.1","P04637","2AHI","X-ray","1.85","A/B/C/D","94-293"
"TP53","7157","NP_001119584.1","P04637","2ATA","X-ray","2.20","A/B/C/D","94-293"
"TP53","7157","NP_001119584.1","P04637","2B3G","X-ray","1.60","B","33-60"
"TP53","7157","NP_001119584.1","P04637","2BIM","X-ray","1.98","A/B","94-312"
"TP53","7157","NP_001119584.1","P04637","2BIN","X-ray","1.90","A","94-312"
"TP53","7157","NP_001119584.1","P04637","2BIO","X-ray","1.90","A","94-312"
"TP53","7157","NP_001119584.1","P04637","2BIP","X-ray","1.80","A","94-312"
"TP53","7157","NP_001119584.1","P04637","2BIQ","X-ray","1.80","A","94-312"
"TP53","7157","NP_001119584.1","P04637","2F1X","X-ray","2.30","A/B","359-368"
"TP53","7157","NP_001119584.1","P04637","2FEJ","NMR","0.00","A","94-297"
"TP53","7157","NP_001119584.1","P04637","2FOJ","X-ray","1.60","B","363-367"
"TP53","7157","NP_001119584.1","P04637","2FOO","X-ray","2.20","B","358-363"
"TP53","7157","NP_001119584.1","P04637","2GS0","NMR","0.00","B","20-73"
"TP53","7157","NP_001119584.1","P04637","2H1L","X-ray","3.16","M/N/O/P/Q/R/S/T/U/V/","92-292"
"TP53","7157","NP_001119584.1","P04637","2H2D","X-ray","1.70","B","372-389"
"TP53","7157","NP_001119584.1","P04637","2H2F","X-ray","2.20","B","372-389"
"TP53","7157","NP_001119584.1","P04637","2H4F","X-ray","2.00","D","372-389"
"TP53","7157","NP_001119584.1","P04637","2H4H","X-ray","1.99","B","372-389"
"TP53","7157","NP_001119584.1","P04637","2H4J","X-ray","2.10","D","372-389"
"TP53","7157","NP_001119584.1","P04637","2H59","X-ray","1.90","D/E","372-389"
"TP53","7157","NP_001119584.1","P04637","2J0Z","NMR","0.00","A/B/C/D","326-356"
"TP53","7157","NP_001119584.1","P04637","2J10","NMR","0.00","A/B/C/D","326-356"
"TP53","7157","NP_001119584.1","P04637","2J11","NMR","0.00","A/B/C/D","332-356"
"TP53","7157","NP_001119584.1","P04637","2J1W","X-ray","1.80","A/B","94-312"
"TP53","7157","NP_001119584.1","P04637","2J1X","X-ray","1.65","A/B","94-312"
"TP53","7157","NP_001119584.1","P04637","2J1Y","X-ray","1.69","A/B/C/D","94-293"
"TP53","7157","NP_001119584.1","P04637","2J1Z","X-ray","1.80","A/B","94-312"
"TP53","7157","NP_001119584.1","P04637","2J20","X-ray","1.80","A/B","94-312"
"TP53","7157","NP_001119584.1","P04637","2J21","X-ray","1.60","A/B","94-312"
"TP53","7157","NP_001119584.1","P04637","2K8F","NMR","0.00","B","14246"
"TP53","7157","NP_001119584.1","P04637","2L14","NMR","0.00","B","13-61"
"TP53","7157","NP_001119584.1","P04637","2OCJ","X-ray","2.05","A/B/C/D","94-312"
"TP53","7157","NP_001119584.1","P04637","2PCX","X-ray","1.54","A","94-292"
"TP53","7157","NP_001119584.1","P04637","2QVQ","X-ray","2.00","A","94-289"
"TP53","7157","NP_001119584.1","P04637","2QXA","X-ray","1.50","A/B/C/D","95-289"
"TP53","7157","NP_001119584.1","P04637","2QXB","X-ray","2.50","A/B/C/D","95-289"
"TP53","7157","NP_001119584.1","P04637","2QXC","X-ray","1.85","A/B/C/D","95-289"
"TP53","7157","NP_001119584.1","P04637","2VUK","X-ray","1.50","A/B","94-312"
"TP53","7157","NP_001119584.1","P04637","2WGX","X-ray","1.75","A/B","94-310"
"TP53","7157","NP_001119584.1","P04637","2X0U","X-ray","1.60","A/B","94-312"
"TP53","7157","NP_001119584.1","P04637","2X0V","X-ray","1.80","A/B","94-312"
"TP53","7157","NP_001119584.1","P04637","2X0W","X-ray","2.10","A/B","94-312"
"TP53","7157","NP_001119584.1","P04637","2Z5S","X-ray","2.30","P/Q/R","15-29"
"TP53","7157","NP_001119584.1","P04637","2Z5T","X-ray","2.30","P/Q/R","15-29"
"TP53","7157","NP_001119584.1","P04637","3D05","X-ray","1.70","A","94-293"
"TP53","7157","NP_001119584.1","P04637","3D06","X-ray","1.20","A","94-293"
"TP53","7157","NP_001119584.1","P04637","3D07","X-ray","2.20","A/B","94-293"
"TP53","7157","NP_001119584.1","P04637","3D08","X-ray","1.40","A","94-293"
"TP53","7157","NP_001119584.1","P04637","3D09","X-ray","1.90","A","94-293"
"TP53","7157","NP_001119584.1","P04637","3D0A","X-ray","1.80","A/B/C/D","94-293"
"TP53","7157","NP_001119584.1","P04637","3DAB","X-ray","1.90","B/D/F/H","15-29"
"TP53","7157","NP_001119584.1","P04637","3DAC","X-ray","1.80","B/P","17-37"
"TP53","7157","NP_001119584.1","P04637","3IGK","X-ray","1.70","A","94-293"
"TP53","7157","NP_001119584.1","P04637","3IGL","X-ray","1.80","A","94-293"
"TP53","7157","NP_001119584.1","P04637","3KMD","X-ray","2.15","A/B/C/D","92-291"
"TP53","7157","NP_001119584.1","P04637","3KZ8","X-ray","1.91","A/B","94-293"
"TP53","7157","NP_001119584.1","P04637","3LW1","X-ray","1.28","P","385-393"
"TP53","7157","NP_001119584.1","P04637","3PDH","X-ray","1.80","D","372-389"
"TP53","7157","NP_001119584.1","P04637","3SAK","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119585.1","P04637","1A1U","NMR","0.00","A/C","324-358"
"TP53","7157","NP_001119585.1","P04637","1AIE","X-ray","1.50","A","326-356"
"TP53","7157","NP_001119585.1","P04637","1C26","X-ray","1.70","A","325-356"
"TP53","7157","NP_001119585.1","P04637","1DT7","NMR","0.00","X/Y","367-388"
"TP53","7157","NP_001119585.1","P04637","1GZH","X-ray","2.60","A/C","95-292"
"TP53","7157","NP_001119585.1","P04637","1H26","X-ray","2.24","E","376-386"
"TP53","7157","NP_001119585.1","P04637","1HS5","NMR","0.00","A/B","324-357"
"TP53","7157","NP_001119585.1","P04637","1JSP","NMR","0.00","A","367-386"
"TP53","7157","NP_001119585.1","P04637","1KZY","X-ray","2.50","A/B","95-289"
"TP53","7157","NP_001119585.1","P04637","1MA3","X-ray","2.00","B","372-389"
"TP53","7157","NP_001119585.1","P04637","1OLG","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119585.1","P04637","1OLH","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119585.1","P04637","1PES","NMR","0.00","A/B/C/D","325-355"
"TP53","7157","NP_001119585.1","P04637","1PET","NMR","0.00","A/B/C/D","325-355"
"TP53","7157","NP_001119585.1","P04637","1SAE","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119585.1","P04637","1SAF","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119585.1","P04637","1SAH","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119585.1","P04637","1SAJ","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119585.1","P04637","1SAK","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119585.1","P04637","1SAL","NMR","0.00","A/B/C/D","319-360"
"TP53","7157","NP_001119585.1","P04637","1TSR","X-ray","2.20","A/B/C","94-312"
"TP53","7157","NP_001119585.1","P04637","1TUP","X-ray","2.20","A/B/C","94-312"
"TP53","7157","NP_001119585.1","P04637","1UOL","X-ray","1.90","A/B","94-312"
"TP53","7157","NP_001119585.1","P04637","1XQH","X-ray","1.75","B/F","369-377"
"TP53","7157","NP_001119585.1","P04637","1YC5","X-ray","1.40","B","372-389"
"TP53","7157","NP_001119585.1","P04637","1YCQ","X-ray","2.30","B","13-29"
"TP53","7157","NP_001119585.1","P04637","1YCR","X-ray","2.60","B","15-29"
"TP53","7157","NP_001119585.1","P04637","1YCS","X-ray","2.20","A","94-292"
"TP53","7157","NP_001119585.1","P04637","2AC0","X-ray","1.80","A/B/C/D","94-293"
"TP53","7157","NP_001119585.1","P04637","2ADY","X-ray","2.50","A/B","94-293"
"TP53","7157","NP_001119585.1","P04637","2AHI","X-ray","1.85","A/B/C/D","94-293"
"TP53","7157","NP_001119585.1","P04637","2ATA","X-ray","2.20","A/B/C/D","94-293"
"TP53","7157","NP_001119585.1","P04637","2B3G","X-ray","1.60","B","33-60"
"TP53","7157","NP_001119585.1","P04637","2BIM","X-ray","1.98","A/B","94-312"
"TP53","7157","NP_001119585.1","P04637","2BIN","X-ray","1.90","A","94-312"
"TP53","7157","NP_001119585.1","P04637","2BIO","X-ray","1.90","A","94-312"
"TP53","7157","NP_001119585.1","P04637","2BIP","X-ray","1.80","A","94-312"
"TP53","7157","NP_001119585.1","P04637","2BIQ","X-ray","1.80","A","94-312"
"TP53","7157","NP_001119585.1","P04637","2F1X","X-ray","2.30","A/B","359-368"
"TP53","7157","NP_001119585.1","P04637","2FEJ","NMR","0.00","A","94-297"
"TP53","7157","NP_001119585.1","P04637","2FOJ","X-ray","1.60","B","363-367"
"TP53","7157","NP_001119585.1","P04637","2FOO","X-ray","2.20","B","358-363"
"TP53","7157","NP_001119585.1","P04637","2GS0","NMR","0.00","B","20-73"
"TP53","7157","NP_001119585.1","P04637","2H1L","X-ray","3.16","M/N/O/P/Q/R/S/T/U/V/","92-292"
"TP53","7157","NP_001119585.1","P04637","2H2D","X-ray","1.70","B","372-389"
"TP53","7157","NP_001119585.1","P04637","2H2F","X-ray","2.20","B","372-389"
"TP53","7157","NP_001119585.1","P04637","2H4F","X-ray","2.00","D","372-389"
"TP53","7157","NP_001119585.1","P04637","2H4H","X-ray","1.99","B","372-389"
"TP53","7157","NP_001119585.1","P04637","2H4J","X-ray","2.10","D","372-389"
