"Gene_Name","Gene_ID","Protein_ID","Domain_No","Range","Superfamily","Family"
"LRP1","4035","NP_002323.2","35","1846-1887;2158-2194;","Growth factor receptor domain","Growth factor receptor domain"
"LRP1","4035","NP_002323.2","37","2524-2561","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","26","2560-2600","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","30","2600-2639","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","42","2659-2689","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","20","2693-2730","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","28","2733-2767","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","34","2773-2807","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","29","2815-2851","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","33","2853-2892","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","9","2917-3021;3280-3341","Growth factor receptor domain","Growth factor receptor domain"
"LRP1","4035","NP_002323.2","1","3029-3287","YWTD domain","YWTD domain"
"LRP1","4035","NP_002323.2","32","3331-3366","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","21","3369-3409","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","31","3411-3449","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","27","3448-3485","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","17","3487-3527","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","24","3531-3570","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","13","3569-3609","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","18","3611-3647","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","16","3653-3698","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","45","3695-3731","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","36","3740-3776","LDL receptor-like module","LDL receptor-like module"
"LRP1","4035","NP_002323.2","43","3785-3831","EGF/Laminin","EGF-type module"
"LRP1","4035","NP_002323.2","4","3874-4145","YWTD domain","YWTD domain"
"LRP1","4035","NP_002323.2","44","4197-4232","EGF/Laminin","EGF-type module"
"LRP1","4035","NP_002323.2","0","3824-3860","EGF/Laminin","EGF-type module"
"LRP1","4035","NP_002323.2","0","4234-4272","EGF/Laminin","EGF-type module"
"LRP1","4035","NP_002323.2","0","4269-4305","EGF/Laminin","EGF-type module"
"LRP1","4035","NP_002323.2","0","4376-4414","EGF/Laminin","EGF-type module"
"LRP1","4035","NP_002323.2","0","4153-4186","EGF/Laminin","EGF-type module"
"LRRN1","57633","NP_065924.3","1","34-391","L domain-like","Ngr ectodomain-like"
"LRRN1","57633","NP_065924.3","2","424-516","Immunoglobulin","I set domains"
"LRRN1","57633","NP_065924.3","3","527-603","Fibronectin type III","Fibronectin type III"
"LTBP4","8425","NP_001036009.1","14","156-183","EGF/Laminin","EGF-type module"
"LTBP4","8425","NP_001036009.1","12","286-352","TB module/8-cys domain","TB module/8-cys domain"
"LTBP4","8425","NP_001036009.1","10","355-410","EGF/Laminin","EGF-type module"
"LTBP4","8425","NP_001036009.1","1","402-469","TB module/8-cys domain","TB module/8-cys domain"
"LTBP4","8425","NP_001036009.1","2","547-675","Growth factor receptor domain","Growth factor receptor domain"
"LTBP4","8425","NP_001036009.1","3","670-798","Growth factor receptor domain","Growth factor receptor domain"
"LTBP4","8425","NP_001036009.1","6","760-868","Growth factor receptor domain","Growth factor receptor domain"
"LTBP4","8425","NP_001036009.1","7","882-1002","Growth factor receptor domain","Growth factor receptor domain"
"LTBP4","8425","NP_001036009.1","9","991-1134","Growth factor receptor domain","Growth factor receptor domain"
"LTBP4","8425","NP_001036009.1","4","1180-1242","TB module/8-cys domain","TB module/8-cys domain"
"LTBP4","8425","NP_001036009.1","13","1252-1301","EGF/Laminin","EGF-type module"
"LTBP4","8425","NP_001036009.1","11","1287-1337","EGF/Laminin","EGF-type module"
"LTBP4","8425","NP_001036009.1","5","1344-1407","TB module/8-cys domain","TB module/8-cys domain"
"LTBP4","8425","NP_001036009.1","8","1536-1619","Growth factor receptor domain","Growth factor receptor domain"
"LTBP4","8425","NP_001036010.1","14","89-116","EGF/Laminin","EGF-type module"
"LTBP4","8425","NP_001036010.1","12","219-285","TB module/8-cys domain","TB module/8-cys domain"
"LTBP4","8425","NP_001036010.1","10","288-343","EGF/Laminin","EGF-type module"
"LTBP4","8425","NP_001036010.1","1","335-402","TB module/8-cys domain","TB module/8-cys domain"
"LTBP4","8425","NP_001036010.1","2","480-611","Growth factor receptor domain","Growth factor receptor domain"
"LTBP4","8425","NP_001036010.1","3","603-731","Growth factor receptor domain","Growth factor receptor domain"
"LTBP4","8425","NP_001036010.1","6","696-801","Growth factor receptor domain","Growth factor receptor domain"
"LTBP4","8425","NP_001036010.1","7","814-938","Growth factor receptor domain","Growth factor receptor domain"
"LTBP4","8425","NP_001036010.1","15","946-992","EGF/Laminin","EGF-type module"
"LTBP4","8425","NP_001036010.1","9","980-1035","EGF/Laminin","EGF-type module"
"LTBP4","8425","NP_001036010.1","4","1113-1175","TB module/8-cys domain","TB module/8-cys domain"
"LTBP4","8425","NP_001036010.1","13","1185-1234","EGF/Laminin","EGF-type module"
"LTBP4","8425","NP_001036010.1","11","1220-1270","EGF/Laminin","EGF-type module"
"LTBP4","8425","NP_001036010.1","5","1277-1340","TB module/8-cys domain","TB module/8-cys domain"
"LTBP4","8425","NP_001036010.1","8","1469-1552","Growth factor receptor domain","Growth factor receptor domain"
"LTBP4","8425","NP_003564.2 ","14","119-146","EGF/Laminin","EGF-type module"
"LTBP4","8425","NP_003564.2 ","12","249-315","TB module/8-cys domain","TB module/8-cys domain"
"LTBP4","8425","NP_003564.2 ","10","318-373","EGF/Laminin","EGF-type module"
"LTBP4","8425","NP_003564.2 ","1","365-432","TB module/8-cys domain","TB module/8-cys domain"
"LTBP4","8425","NP_003564.2 ","2","510-638","Growth factor receptor domain","Growth factor receptor domain"
"LTBP4","8425","NP_003564.2 ","3","633-761","Growth factor receptor domain","Growth factor receptor domain"
"LTBP4","8425","NP_003564.2 ","6","764-887","Growth factor receptor domain","Growth factor receptor domain"
"LTBP4","8425","NP_003564.2 ","7","844-968","Growth factor receptor domain","Growth factor receptor domain"
"LTBP4","8425","NP_003564.2 ","15","976-1022","EGF/Laminin","EGF-type module"
"LTBP4","8425","NP_003564.2 ","9","1010-1065","EGF/Laminin","EGF-type module"
"LTBP4","8425","NP_003564.2 ","4","1143-1205","TB module/8-cys domain","TB module/8-cys domain"
"LTBP4","8425","NP_003564.2 ","13","1215-1264","EGF/Laminin","EGF-type module"
"LTBP4","8425","NP_003564.2 ","11","1250-1300","EGF/Laminin","EGF-type module"
"LTBP4","8425","NP_003564.2 ","5","1307-1370","TB module/8-cys domain","TB module/8-cys domain"
"LTBP4","8425","NP_003564.2 ","8","1499-1582","Growth factor receptor domain","Growth factor receptor domain"
"MAPRE1","22919","NP_036457.1","1","1-130","Calponin-homology domain; CH-domain","Calponin-homology domain; CH-domain"
"MAPRE1","22919","NP_036457.1","2","194-254","EB1 dimerisation domain-like","EB1 dimerisation domain-like"
"MARCO","8685","NP_006761.1","1","420-519","SRCR-like","Scavenger receptor cysteine-rich (SRCR) domain"
"MASP1","5648","NP_001027019.1","1","24-138","Spermadhesin; CUB domain","Spermadhesin; CUB domain"
"MASP1","5648","NP_001027019.1","4","134-182","EGF/Laminin","EGF-type module"
"MASP1","5648","NP_001027019.1","2","184-296","Spermadhesin; CUB domain","Spermadhesin; CUB domain"
"MASP1","5648","NP_001027019.1","3","300-363","Complement control module/SCR domain","Complement control module/SCR domain"
"MASP1","5648","NP_001870.3","1","24-138","Spermadhesin; CUB domain","Spermadhesin; CUB domain"
"MASP1","5648","NP_001870.3","4","134-182","EGF/Laminin","EGF-type module"
"MASP1","5648","NP_001870.3","2","184-296","Spermadhesin; CUB domain","Spermadhesin; CUB domain"
"MASP1","5648","NP_001870.3","3","300-363","Complement control module/SCR domain","Complement control module/SCR domain"
"MASP1","5648","NP_624302.1","2","24-138","Spermadhesin; CUB domain","Spermadhesin; CUB domain"
"MASP1","5648","NP_624302.1","6","134-182","EGF/Laminin","EGF-type module"
"MASP1","5648","NP_624302.1","3","184-296","Spermadhesin; CUB domain","Spermadhesin; CUB domain"
"MASP1","5648","NP_624302.1","5","300-370","Complement control module/SCR domain","Complement control module/SCR domain"
"MASP1","5648","NP_624302.1","4","367-440","Complement control module/SCR domain","Complement control module/SCR domain"
"MASP1","5648","NP_624302.1","1","409-696","Trypsin-like serine proteases","Eukaryotic proteases"
"MDM2","4193","NP_002383.2","1","24-126","SWIB/MDM2 domain","SWIB/MDM2 domain"
"MDM2","4193","NP_002383.2","2","195-289","SWIB/MDM2 domain","SWIB/MDM2 domain"
"MDM2","4193","NP_002383.2","3","296-340","Ran binding protein zinc finger-like","Ran binding protein zinc finger-like"
"MDM2","4193","NP_002383.2","4","443-491","RING/U-box","RING finger domain; C3HC4"
"MED13L","23389","NP_056150.1","0","-","-","-"
"MEG3","55384","-","0","-","-","-"
"MLH1","4292","NP_000240.1","1","8-221","ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase","DNA gyrase/MutL; N-terminal domain"
"MLH1","4292","NP_000240.1","2","202-334","Ribosomal protein S5 domain 2-like","DNA gyrase/MutL; N-terminal domain"
"MLH1","4292","NP_001161089.1","2","5-123","ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase","DNA gyrase/MutL; N-terminal domain"
"MLH1","4292","NP_001161089.1","1","104-236","Ribosomal protein S5 domain 2-like","DNA gyrase/MutL; N-terminal domain"
"MLH1","4292","NP_001161090.1","1","2-93","Ribosomal protein S5 domain 2-like","DNA gyrase/MutL; N-terminal domain"
"MLH1","4292","NP_001161091.1","1","2-93","Ribosomal protein S5 domain 2-like","DNA gyrase/MutL; N-terminal domain"
"MLH3","27030","NP_001035197.1","1"," 2-216","ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase","DNA gyrase/MutL; N-terminal domain"
"MLH3","27030","NP_001035197.1","3","195-349","Ribosomal protein S5 domain 2-like","DNA gyrase/MutL; second domain"
"MLH3","27030","NP_001035197.1","2","1189-1403","DNA mismatch repair protein MutL","DNA mismatch repair protein MutL"
"MLH3","27030","NP_055196.2","1","2-216","ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase","DNA gyrase/MutL; N-terminal domain"
"MLH3","27030","NP_055196.2","2","195-349","Ribosomal protein S5 domain 2-like","DNA gyrase/MutL; second domain"
"MLH3","27030","NP_055196.2","3","1228-1379","DNA mismatch repair protein MutL","DNA mismatch repair protein MutL"
"MME","4311","NP_000893.2","1","56-750",""Metalloproteases (""zincins""); catalytic domain "","Neutral endopeptidase (neprilysin)"
"MME","4311","NP_009218.2","1","56-750",""Metalloproteases (""zincins""); catalytic domain "","Neutral endopeptidase (neprilysin)"
"MME","4311","NP_009219.2","1","56-750",""Metalloproteases (""zincins""); catalytic domain "","Neutral endopeptidase (neprilysin)"
"MME","4311","NP_009220.2","1","56-750",""Metalloproteases (""zincins""); catalytic domain "","Neutral endopeptidase (neprilysin)"
"MMP10","4319","NP_002416.1","3","25-96","PGBD-like","MMP N-terminal domain"
"MMP10","4319","NP_002416.1","2","102-265",""Metalloproteases (""zincins""); catalytic domain"","Matrix metalloproteases; catalytic domain"
"MMP10","4319","NP_002416.1","1","284-476","Hemopexin-like domain","Hemopexin-like domain"
"MMP26","56547","NP_068573.2","1","94-254",""Metalloproteases (""zincins""); catalytic domain"","Matrix metalloproteases; catalytic domain"
"MMP26","56547","NP_068573.2","0","20-86","PGBD-like","MMP N-terminal domain"
"MMP7","4316","NP_002414.1","2","23-92","PGBD-like","MMP N-terminal domain"
"MMP7","4316","NP_002414.1","1","97-261",""Metalloproteases (""zincins""); catalytic domain"","Matrix metalloproteases; catalytic domain"
"MMP9","4318","NP_004985.2","6","30-104","PGBD-like","MMP N-terminal domain"
"MMP9","4318","NP_004985.2","2","114-213;387-444",""Metalloproteases (""zincins""); catalytic domain"","Matrix metalloproteases; catalytic domain"
"MMP9","4318","NP_004985.2","5","219-273","Kringle-like","Fibronectin type II module"
"MMP9","4318","NP_004985.2","4","274-331","Kringle-like","Fibronectin type II module"
"MMP9","4318","NP_004985.2","3","335-390","Kringle-like","Fibronectin type II module"
"MMP9","4318","NP_004985.2","1","513-706","Hemopexin-like domain","Hemopexin-like domain"
"MRPL3","11222","NP_009139.1","1","72-324","Translation proteins","Ribosomal protein L3"
"MS4A6","64231","NP_071744.2","0","-","-","-"
"MS4A6","64231","NP_690590.1","0","-","-","-"
"MS4A6","64231","NP_690591.1","0","-","-","-"
"MSX2","4488","NP_002440.2","1","121-201","Homeodomain-like","Homeodomain"
"MT1E","4493","NP_783316.2","1","1-61","Metallothionein","Metallothionein"
"MTHFR","4524","NP_005948.3","1","48-339","FAD-linked oxidoreductase","Methylenetetrahydrofolate reductase"
"MUM1L1","139221","NP_001164491.1","1","385-497","Tudor/PWWP/MBT","PWWP domain"
"MUM1L1","139221","NP_689636.3","1","385-497","Tudor/PWWP/MBT","PWWP domain"
"MVD","4597","NP_002452.1","2","10-193","Ribosomal protein S5 domain 2-like","GHMP Kinase; N-terminal domain"
"MVD","4597","NP_002452.1","1","194-390","GHMP Kinase; C-terminal domain","Mevalonate 5-diphosphate decarboxylase"
"NCOA3","8202","NP_001167558.1","4","34-90","HLH; helix-loop-helix DNA-binding domain","HLH; helix-loop-helix DNA-binding domain"
"NCOA3","8202","NP_001167558.1","3","121-186","PYP-like sensor domain (PAS domain)","Hypoxia-inducible factor Hif2a; C-terminal domain"
"NCOA3","8202","NP_001167558.1","2","265-370","PYP-like sensor domain (PAS domain)","PAS domain of steroid receptor coactivator 1A; NCo-A1"
"NCOA3","8202","NP_001167558.1","1","1042-1090","Nuclear receptor coactivator interlocking domain","Nuclear receptor coactivator interlocking domain"
"NCOA3","8202","NP_001167559.1","4","34-90","HLH; helix-loop-helix DNA-binding domain","HLH; helix-loop-helix DNA-binding domain"
"NCOA3","8202","NP_001167559.1","3","121-186","PYP-like sensor domain (PAS domain)","Hypoxia-inducible factor Hif2a; C-terminal domain"
"NCOA3","8202","NP_001167559.1","2","265-380","PYP-like sensor domain (PAS domain)","PAS domain of steroid receptor coactivator 1A; NCo-A1"
"NCOA3","8202","NP_001167559.1","1","1037-1085","Nuclear receptor coactivator interlocking domain","Nuclear receptor coactivator interlocking domain"
"NCOA3","8202","NP_858045.1","4","34-90","HLH; helix-loop-helix DNA-binding domain","HLH; helix-loop-helix DNA-binding domain"
"NCOA3","8202","NP_858045.1","3","121-186","PYP-like sensor domain (PAS domain)","Hypoxia-inducible factor Hif2a; C-terminal domain"
"NCOA3","8202","NP_858045.1","2","265-370","PYP-like sensor domain (PAS domain)","PAS domain of steroid receptor coactivator 1A; NCo-A1"
"NCOA3","8202","NP_858045.1","1","1042-1090","Nuclear receptor coactivator interlocking domain","Nuclear receptor coactivator interlocking domain"
"NDC80","10403","NP_006092.1","0","482-551","Fibrinogen coiled-coil and central regions","Fibrinogen coiled-coil and central regions"
"NDC80","10403","NP_006092.1","0","343-424","Influenza hemagglutinin (stalk)","Influenza hemagglutinin (stalk)"
"NDN","4692","NP_002478.1","0","-","-","-"
"NDRG1","10397","NP_001128714.1","1","30-310","alpha/beta-Hydrolases","Biotin biosynthesis protein BioH"
"NDRG1","10397","NP_006087.2","1","30-310","alpha/beta-Hydrolases","Biotin biosynthesis protein BioH"
"NDUFA2","4695","NP_001171941.1","1","16-72","Thioredoxin-like","Mitochondrial ribosomal protein L51/S25/CI-B8 domain"
"NDUFA2","4695","NP_002479.1","1","16-97","Thioredoxin-like","Mitochondrial ribosomal protein L51/S25/CI-B8 domain"
"NDUFA2","4695","NP_001171941.1","1","16-72","Thioredoxin-like","Mitochondrial ribosomal protein L51/S25/CI-B8 domain"
"NDUFA2","4695","NP_002479.1","1","16-97","Thioredoxin-like","Mitochondrial ribosomal protein L51/S25/CI-B8 domain"
"NFE2L2","4780","NP_001138884.1","1","438-505","A DNA-binding domain in eukaryotic transcription factors","A DNA-binding domain in eukaryotic transcription factors"
"NFE2L2","4780","NP_001138884.1","2","490-542","Leucine zipper domain","Leucine zipper domain"
"NFE2L2","4780","NP_001138885.1","1","431-498","A DNA-binding domain in eukaryotic transcription factors","A DNA-binding domain in eukaryotic transcription factors"
"NFE2L2","4780","NP_001138885.1","2","483-535","Leucine zipper domain","Leucine zipper domain"
"NFE2L2","4780","NP_006155.2","1","454-521","A DNA-binding domain in eukaryotic transcription factors","A DNA-binding domain in eukaryotic transcription factors"
"NFE2L2","4780","NP_006155.2","2","506-558","Leucine zipper domain","Leucine zipper domain"
"NFIB","4781","NP_001177666.1","0","63-170","SMAD MH1 domain","SMAD MH1 domain"
"NFIB","4781","NP_001177667.1","0","89-196","SMAD MH1 domain","SMAD MH1 domain"
"NFIB","4781","NP_005587.2","0","63-170","SMAD MH1 domain","SMAD MH1 domain"
"NFKB1","4790","NP_001158884.1","1","41-252","p53-like transcription factors","Rel/Dorsal transcription factors; DNA-binding domain"
"NFKB1","4790","NP_001158884.1","3","248-380","E set domains","NF-kappa-B/REL/DORSAL transcription factors; C-terminal domain"
"NFKB1","4790","NP_001158884.1","2","542-760","Ankyrin repeat","Ankyrin repeat"
"NFKB1","4790","NP_001158884.1","4","808-889","DEATH domain","DEATH domain; DD"
"NFKB1","4790","NP_003989.2","1","42-253","p53-like transcription factors","Rel/Dorsal transcription factors; DNA-binding domain"
"NFKB1","4790","NP_003989.2","3","249-381","E set domains","NF-kappa-B/REL/DORSAL transcription factors; C-terminal domain"
"NFKB1","4790","NP_003989.2","2","543-761","Ankyrin repeat","Ankyrin repeat"
"NFKB1","4790","NP_003989.2","4","809-890","DEATH domain","DEATH domain; DD"
"NGFRAP1","27018","NP_055195.1","0","-","-","-"
"NGFRAP1","27018","NP_996798.1","0","-","-","-"
"NGFRAP1","27018","NP_996800.1","0","-","-","-"
"NID1","4811","NP_002499.2","1","429-660","GFP-like","Domain G2 of nidogen-1"
"NID1","4811","NP_002499.2","5","385-426;671-769","Growth factor receptor domain","Growth factor receptor domain"
"NID1","4811","NP_002499.2","3","811-919","Thyroglobulin type-1 domain","Thyroglobulin type-1 domain"
"NID1","4811","NP_002499.2","2","943-1179","YWTD domain","YWTD domain"
"NID1","4811","NP_002499.2","4","762-841;877-890;1200","Growth factor receptor domain","Growth factor receptor domain"
"NKX2-1","7080","NP_001073136.1","1","169-251","Homeodomain-like","Homeodomain"
"NKX2-1","7080","NP_003308.1","1","139-221","Homeodomain-like","Homeodomain"
"NME1","4830","NP_000260.1","1","3-152","Nucleoside diphosphate kinase; NDK","Nucleoside diphosphate kinase; NDK"
"NME1","4830","NP_937818.1","1","28-177","Nucleoside diphosphate kinase; NDK","Nucleoside diphosphate kinase; NDK"
"NME2","4831","NP_001018147.1","1","3-152","Nucleoside diphosphate kinase; NDK","Nucleoside diphosphate kinase; NDK"
"NME2","4831","NP_001018148.1","1","3-152","Nucleoside diphosphate kinase; NDK","Nucleoside diphosphate kinase; NDK"
"NME2","4831","NP_001018149.1","1","3-152","Nucleoside diphosphate kinase; NDK","Nucleoside diphosphate kinase; NDK"
"NME2","4831","NP_001185611.1","1","3-78","Nucleoside diphosphate kinase; NDK","Nucleoside diphosphate kinase; NDK"
"NME2","4831","NP_002503.1","1","3-152","Nucleoside diphosphate kinase; NDK","Nucleoside diphosphate kinase; NDK"
"NPDC1","56654","NP_056207.3","0","-","-","-"
"NPR1","4881","NP_000897.3","1","33-457","Periplasmic binding protein-like I","L-arabinose binding protein-like"
"NPR1","4881","NP_000897.3","3","555-842","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"NPR1","4881","NP_000897.3","2","861-1052","Nucleotide cyclase","Adenylyl and guanylyl cyclase catalytic domain"
"NPTX1","4884","NP_002513.2","1","229-422","Concanavalin A-like lectins/glucanases","Pentraxin (pentaxin)"
"NPTX1","4884","NP_002513.2","0","124-186","Apolipoprotein","Apolipoprotein"
"NPTX1","4884","NP_002513.2","1","229-422","Concanavalin A-like lectins/glucanases","Pentraxin (pentaxin)"
"NR3C1","2908","NP_000167.1","2","418-500","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"NR3C1","2908","NP_000167.1","1","530-776","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"NR3C1","2908","NP_001018084.1","2","418-500","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"NR3C1","2908","NP_001018084.1","1","530-776","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"NR3C1","2908","NP_001018085.1","2","418-500","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"NR3C1","2908","NP_001018085.1","1","530-776","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"NR3C1","2908","NP_001018086.1","2","418-500","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"NR3C1","2908","NP_001018086.1","1","530-776","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"NR3C1","2908","NP_001018087.1","2","418-500","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"NR3C1","2908","NP_001018087.1","1","530-776","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"NR3C1","2908","NP_001018661.1","2","418-500","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"NR3C1","2908","NP_001018661.1","1","471-727","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"NR3C1","2908","NP_001019265.1","2","418-501","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"NR3C1","2908","NP_001019265.1","1","531-777","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"NR3C1","2908","NP_001191187.1","2","392-474","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"NR3C1","2908","NP_001191187.1","1","504-750","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"NR3C1","2908","NP_001191188.1","2","333-415","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"NR3C1","2908","NP_001191188.1","1","445-691","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"NR3C1","2908","NP_001191189.1","2","329-411","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"NR3C1","2908","NP_001191189.1","1","441-687","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"NR3C1","2908","NP_001191190.1","2","321-403","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"NR3C1","2908","NP_001191190.1","1","433-679","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"NR3C1","2908","NP_001191191.1","2","103-185","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"NR3C1","2908","NP_001191191.1","1","215-461","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"NR3C1","2908","NP_001191192.1","2","88-170","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"NR3C1","2908","NP_001191192.1","1","200-446","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"NR3C1","2908","NP_001191193.1","2","83-165","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"NR3C1","2908","NP_001191193.1","1","195-441","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"NR3C1","2908","NP_001191194.1","2","418-500","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"NR3C1","2908","NP_001191194.1","1","471-674","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"NSDHL","50814","NP_001123237.1","1","38-306;338-368","NAD(P)-binding Rossmann-fold domains","Tyrosine-dependent oxidoreductases"
"NSDHL","50814","NP_057006.1","1","38-306;338-368","NAD(P)-binding Rossmann-fold domains","Tyrosine-dependent oxidoreductases"
"NT5E","4907","NP_001191742.1","1","28-332","Metallo-dependent phosphatases","5'-nucleotidase (syn. UDP-sugar hydrolase); N-terminal domain"
"NT5E","4907","NP_001191742.1","2","337-498","5'-nucleotidase (syn. UDP-sugar hydrolase); N-terminal domain","5'-nucleotidase (syn. UDP-sugar hydrolase); N-terminal domain"
"NT5E","4907","NP_002517.1","1"," 29-333","Metallo-dependent phosphatases","5'-nucleotidase (syn. UDP-sugar hydrolase); N-terminal domain"
"NT5E","4907","NP_002517.1","2","338-549","5'-nucleotidase (syn. UDP-sugar hydrolase); N-terminal domain","5'-nucleotidase (syn. UDP-sugar hydrolase); N-terminal domain"
"NUP107","57122","NP_065134.1","0","583-629","SufE/NifU","NifU/IscU domain"
"NUP107","57122","NP_065134.1","0","207-277","BolA-like","BolA-like"
"OGN","4969","NP_054776.1","1","92-276","L domain-like","Ngr ectodomain-like"
"OGN","4969","NP_148935.1","1","92-276","L domain-like","Ngr ectodomain-like"
"OLFM1","10439","NP_006325.1","0","-","-","-"
"OLFM1","10439","NP_055094.1","1","40-87;280-453","YVTN repeat-like/Quinoprotein amine dehydrogenase","YVTN repeat"
"OSR2","116039","NP_001135934.1","3","170-222","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"OSR2","116039","NP_001135934.1","2","208-265","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"OSR2","116039","NP_001135934.1","1","250-302","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"OSR2","116039","NP_443727.2","2","169-203","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"OSR2","116039","NP_443727.2","1","194-246","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"P2RY14","9934","NP_001074924.1","1","3-313","Family A G protein-coupled receptor-like","Rhodopsin-like"
"P2RY14","9934","NP_055694.3","1","3-313","Family A G protein-coupled receptor-like","Rhodopsin-like"
"PA2G4","5036","NP_006182.2","1","8-238;310-338","Creatinase/aminopeptidase","Creatinase/aminopeptidase"
"PA2G4","5036","NP_006182.2","2","235-311","Winged helix DNA-binding domain","Methionine aminopeptidase; insert domain"
"PAFAHIB3","5050","NP_001139411.1","1","6-216","SGNH hydrolase","Acetylhydrolase"
"PAFAHIB3","5050","NP_001139412.1","1","6-216","SGNH hydrolase","SGNH hydrolase"
"PAFAHIB3","5050","NP_002564.1","1","6-216","SGNH hydrolase","SGNH hydrolase"
"PAK3","5063","NP_001121638.1","1","259-521","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"PAK3","5063","NP_001121639.1","1","259-521","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"PAK3","5063","NP_001121640.1","1","295-557","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"PAK3","5063","NP_001121644.1","1","280-542","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"PAK3","5063","NP_001121645.1","1","274-536","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"PAK3","5063","NP_002569.1","1","259-521","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"PAPPA","5069","NP_002572.2","1","91-273","Concanavalin A-like lectins/glucanases","Clostridium neurotoxins; the second last domain"
"PAPPA","5069","NP_002572.2","2","365-485;550-617",""Metalloproteases (""zincins""); catalytic domain"","Reprolysin-like"
"PAPPA","5069","NP_002572.2","6","1215-1288","Complement control module/SCR domain","Complement control module/SCR domain"
