"Gene_Name","Gene_ID","Protein_ID","Family_A","Description_A","Entry_Type_A","Clan_A","Envelope_Start_A","Envelope_End_A","Alignment_Start_A","ALignment_End_A","HMM_From_A","HMM_To_A","BIT_Score_A","E_Value_A","Predicted_Active_Sites"
"PEG3","5178","NP_006201.1","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","1282","1304","1282","1304","1","23","13.70","0.053","n/a"
"PEG3","5178","NP_006201.1","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","1332","1354","1332","1354","1","23","18.60","0.0015","n/a"
"PEG3","5178","NP_006201.1","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","1505","1527","1505","1527","1","23","13.70","0.052","n/a"
"PEG3","5178","NP_006201.1","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","1564","1586","1564","1586","1","23","14.60","0.028","n/a"
"PGGT1B","5229","NP_005014.2","Prenyltrans","Prenyltransferase and squalene oxidase repeat","Repeat","CL0059","142","186","143","186","2","44","28.70","5.50E-07","n/a"
"PGGT1B","5229","NP_005014.2","Prenyltrans","Prenyltransferase and squalene oxidase repeat","Repeat","CL0059","191","234","191","234","1","44","30.50","1.60E-07","n/a"
"PGGT1B","5229","NP_005014.2","Prenyltrans","Prenyltransferase and squalene oxidase repeat","Repeat","CL0059","240","284","244","283","5","43","30.60","1.50E-07","n/a"
"PGGT1B","5229","NP_005014.2","Prenyltrans","Prenyltransferase and squalene oxidase repeat","Repeat","CL0059","289","333","290","332","2","43","36.70","1.80E-09","n/a"
"PGR","5241","NP_000917.3","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","698","909","704","886","8","193","97.90","3.20E-28","n/a"
"PGR","5241","NP_001189403.1","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","533","745","539","722","7","193","98.60","2.00E-28","n/a"
"PGR","5241","NP_000917.3","Prog_receptor","Progesterone receptor","Family","n/a","1","564","1","564","1","549","905.00","1.50E-272","n/a"
"PGR","5241","NP_001189403.1","Prog_receptor","Progesterone receptor","Family","n/a","1","400","1","400","164","549","663.10","2.90E-199","n/a"
"PGR","5241","NP_000917.3","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","565","634","566","633","2","69","91.30","2.60E-26","n/a"
"PGR","5241","NP_001189403.1","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","401","470","402","469","2","69","91.70","2.00E-26","n/a"
"PID1","55022","NP_001094288.1","PID","Phosphotyrosine interaction domain (PTB/PID)","Domain","CL0266","59","196","124","193","73","137","27.80","1.70E-06","n/a"
"PID1","55022","NP_060403.3","PID","Phosphotyrosine interaction domain (PTB/PID)","Domain","CL0266","90","227","155","224","73","137","27.30","2.30E-06","n/a"
"PITX1","5307","NP_002644.4","Homeobox","Homeobox domain","Domain","CL0123","90","146","90","146","1","57","77.70","2.90E-22","n/a"
"PITX1","5307","NP_002644.4","OAR","OAR domain","Domain","n/a","275","295","275","294","1","20","34.50","7.20E-09","n/a"
"PLA2G4A","5321","NP_077734.1","C2","C2 domain","Domain","CL0154","20","106","22","105","3","84","52.60","2.40E-14","n/a"
"PLA2G4A","5321","NP_077734.1","PLA2_B","Lysophospholipase catalytic domain","Family","CL0323","190","675","190","674","1","490","489.60","5.40E-147","n/a"
"PLAG1","5324","NP_001108106.1","C2","C2 domain","Domain","CL0154","20","106","22","105","3","84","52.60","2.40E-14","n/a"
"PLAG1","5324","NP_001108106.1","PLA2_B","Lysophospholipase catalytic domain","Family","CL0323","190","675","190","674","1","490","489.60","5.40E-147","n/a"
"PLAG1","5324","NP_001108107.1","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","10","32","10","32","1","23","14.70","2.50E-02","n/a"
"PLAG1","5324","NP_001108107.1","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","39","61","39","61","1","23","16.00","9.30E-03","n/a"
"PLAG1","5324","NP_001108107.1","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","103","125","103","125","1","23","15.40","1.50E-02","n/a"
"PLAG1","5324","NP_001108107.1","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","131","154","133","154","3","23","18.80","1.30E-03","n/a"
"PLAG1","5324","NP_002646.2","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","34","56","34","56","1","23","15.00","1.90E-02","n/a"
"PLAG1","5324","NP_002646.2","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","62","86","67","86","4","23","18.00","2.20E-03","n/a"
"PLAG1","5324","NP_002646.2","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","92","114","92","114","1","23","14.40","3.10E-02","n/a"
"PLAG1","5324","NP_002646.2","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","121","143","121","143","1","23","15.70","1.20E-02","n/a"
"PLAG1","5324","NP_002646.2","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","185","207","185","207","1","23","15.10","1.90E-02","n/a"
"PLAG1","5324","NP_002646.2","zf-C2H2","Zinc finger; C2H2 type","Domain","CL0361","213","236","215","236","3","23","18.50","1.60E-03","n/a"
"PLAU","5328","NP_001138503.1","Kringle","Kringle domain","Domain","n/a","53","134","53","134","1","79","79.30","1.40E-22","n/a"
"PLAU","5328","NP_002649.1","Kringle","Kringle domain","Domain","n/a","70","151","70","151","1","79","79.20","1.50E-22","n/a"
"PLAU","5328","NP_001138503.1","Trypsin","Trypsin","Domain","CL0124","162","402","162","402","1","219","232.80","2.70E-69","258;359;207"
"PLAU","5328","NP_002649.1","Trypsin","Trypsin","Domain","CL0124","179","419","179","419","1","219","232.70","3.00E-69","275;376;224"
"PLAUR","5329","NP_001005376.1","UPAR_LY6","u-PAR/Ly-6 domain","Domain","CL0117","25","99","25","99","1","77","43.00","3.60E-11","n/a"
"PLAUR","5329","NP_001005376.1","UPAR_LY6","u-PAR/Ly-6 domain","Domain","CL0117","117","199","117","199","1","77","11.40","2.60E-01","n/a"
"PLAUR","5329","NP_001005376.1","UPAR_LY6","u-PAR/Ly-6 domain","Domain","CL0117","216","260","216","252","1","33","23.40","4.80E-05","n/a"
"PLAUR","5329","NP_001005377.1","UPAR_LY6","u-PAR/Ly-6 domain","Domain","CL0117","25","99","25","99","1","77","42.90","3.90E-11","n/a"
"PLAUR","5329","NP_001005377.1","UPAR_LY6","u-PAR/Ly-6 domain","Domain","CL0117","171","249","171","249","1","77","43.80","2.00E-11","n/a"
"PLAUR","5329","NP_002650.1","UPAR_LY6","u-PAR/Ly-6 domain","Domain","CL0117","25","99","25","99","1","77","42.60","5.00E-11","n/a"
"PLAUR","5329","NP_002650.1","UPAR_LY6","u-PAR/Ly-6 domain","Domain","CL0117","117","199","117","199","1","77","11.00","3.60E-01","n/a"
"PLAUR","5329","NP_002650.1","UPAR_LY6","u-PAR/Ly-6 domain","Domain","CL0117","216","294","216","294","1","77","43.40","2.60E-11","n/a"
"PLEKHH2","130271","NP_742066.2","FERM_M","FERM central domain","Domain","n/a","1226","1354","1235","1354","13","125","46.00","4.30E-12","n/a"
"PLEKHH2","130271","NP_742066.2","MyTH4","MyTH4 domain","Family","n/a","997","1110","999","1109","3","114","75.30","2.60E-21","n/a"
"PLEKHH2","130271","NP_742066.2","PH","PH domain","Domain","CL0266","704","797","705","796","2","104","58.60","4.90E-16","n/a"
"POLE3","54107","NP_059139.3","CBFD_NFYB_HMF","Histone-like transcription factor (CBF/NF-Y) and archaeal histone","Domain","CL0012","8","73","9","73","2","65","51.20","7.60E-14","n/a"
"POLR2H","5437","NP_006223.2 ","RNA_pol_Rpb8","RNA polymerase Rpb8","Family","CL0021","7","147","7","147","1","138","222.80","1.20E-66","n/a"
"POM121","9883","NP_742017.1","-","-","-","-","0","0","0","0","0","0","0.00","-","-"
"PPAP2C","8612","NP_003703.1","PAP2","PAP2 superfamily","Family","n/a","95","248","101","243","4","124","79.10","1.80E-22","220;168"
"PPAP2C","8612","NP_803545.1","PAP2","PAP2 superfamily","Family","n/a","39","192","45","187","4","124","79.90","9.70E-23","164;112"
"PPAP2C","8612","NP_808211.1","PAP2","PAP2 superfamily","Family","n/a","116","269","122","264","4","124","78.80","2.10E-22","241;189"
"PPM1D","8493","NP_003611.1","PP2C","Protein phosphatase 2C","Family","CL0238","65","368","67","368","3","257","303.20","1.10E-90","n/a"
"PPPDE1","51029","NP_057160.2","DUF862","PPPDE putative peptidase domain","Domain","n/a","5","149","7","149","3","151","148.50","9.10E-44","n/a"
"PRKAR1B","5575","NP_001158230.1","cNMP_binding","Cyclic nucleotide-binding domain","Domain","n/a","156","239","160","236","6","87","69.70","1.10E-19","n/a"
"PRKAR1B","5575","NP_001158230.1","cNMP_binding","Cyclic nucleotide-binding domain","Domain","n/a","273","364","274","361","2","88","73.50","7.40E-21","n/a"
"PRKAR1B","5575","NP_001158231.1","cNMP_binding","Cyclic nucleotide-binding domain","Domain","n/a","156","239","160","236","6","87","69.70","1.10E-19","n/a"
"PRKAR1B","5575","NP_001158231.1","cNMP_binding","Cyclic nucleotide-binding domain","Domain","n/a","273","364","274","361","2","88","73.50","7.40E-21","n/a"
"PRKAR1B","5575","NP_001158232.1","cNMP_binding","Cyclic nucleotide-binding domain","Domain","n/a","156","239","160","236","6","87","69.70","1.10E-19","n/a"
"PRKAR1B","5575","NP_001158232.1","cNMP_binding","Cyclic nucleotide-binding domain","Domain","n/a","273","364","274","361","2","88","73.50","7.40E-21","n/a"
"PRKAR1B","5575","NP_001158233.1","cNMP_binding","Cyclic nucleotide-binding domain","Domain","n/a","156","239","160","236","6","87","69.70","1.10E-19","n/a"
"PRKAR1B","5575","NP_001158233.1","cNMP_binding","Cyclic nucleotide-binding domain","Domain","n/a","273","364","274","361","2","88","73.50","7.40E-21","n/a"
"PRKAR1B","5575","NP_001158234.1","cNMP_binding","Cyclic nucleotide-binding domain","Domain","n/a","156","239","160","236","6","87","69.70","1.10E-19","n/a"
"PRKAR1B","5575","NP_001158234.1","cNMP_binding","Cyclic nucleotide-binding domain","Domain","n/a","273","364","274","361","2","88","73.50","7.40E-21","n/a"
"PRKAR1B","5575","NP_002726.1","cNMP_binding","Cyclic nucleotide-binding domain","Domain","n/a","156","239","160","236","6","87","69.70","1.10E-19","n/a"
"PRKAR1B","5575","NP_002726.1","cNMP_binding","Cyclic nucleotide-binding domain","Domain","n/a","273","364","274","361","2","88","73.50","7.40E-21","n/a"
"PRKAR1B","5575","NP_001158230.1","RIIa","Regulatory subunit of type II PKA R-subunit","Domain","CL0068","25","62","25","61","1","37","49.90","1.20E-13","n/a"
"PRKAR1B","5575","NP_001158231.1","RIIa","Regulatory subunit of type II PKA R-subunit","Domain","CL0068","25","62","25","61","1","37","49.90","1.20E-13","n/a"
"PRKAR1B","5575","NP_001158232.1","RIIa","Regulatory subunit of type II PKA R-subunit","Domain","CL0068","25","62","25","61","1","37","49.90","1.20E-13","n/a"
"PRKAR1B","5575","NP_001158233.1","RIIa","Regulatory subunit of type II PKA R-subunit","Domain","CL0068","25","62","25","61","1","37","49.90","1.20E-13","n/a"
"PRKAR1B","5575","NP_001158234.1","RIIa","Regulatory subunit of type II PKA R-subunit","Domain","CL0068","25","62","25","61","1","37","49.90","1.20E-13","n/a"
"PRKAR1B","5575","NP_002726.1","RIIa","Regulatory subunit of type II PKA R-subunit","Domain","CL0068","25","62","25","61","1","37","49.90","1.20E-13","n/a"
"PRKCA","5578","NP_002728.1","C2","C2 domain","Domain","CL0154","173","260","173","259","1","84","94.00","2.80E-27","n/a"
"PRKCA","5578","NP_002728.1","C1_1","Phorbol esters/diacylglycerol binding domain (C1 domain)","Domain","CL0006","37","89","37","87","1","51","57.20","7.80E-16","n/a"
"PRKCA","5578","NP_002728.1","C1_1","Phorbol esters/diacylglycerol binding domain (C1 domain)","Domain","CL0006","102","154","102","153","1","52","57.40","6.80E-16","n/a"
"PRKCA","5578","NP_002728.1","Pkinase_C","Protein kinase C terminal domain","Family","n/a","622","662","624","662","9","49","34.80","1.20E-08","n/a"
"PRKCA","5578","NP_002728.1","Pkinase","Protein kinase domain","Domain","CL0016","339","597","340","583","2","251","220.60","1.50E-65","481;463;463;463"
"PRKCD","5580","NP_006245.2","C1_1","Phorbol esters/diacylglycerol binding domain (C1 domain)","Domain","CL0006","159","211","159","209","1","51","51.80","3.90E-14","n/a"
"PRKCD","5580","NP_006245.2","C1_1","Phorbol esters/diacylglycerol binding domain (C1 domain)","Domain","CL0006","231","283","231","282","1","52","60.30","8.40E-17","n/a"
"PRKCD","5580","NP_997704.1","C1_1","Phorbol esters/diacylglycerol binding domain (C1 domain)","Domain","CL0006","159","211","159","209","1","51","51.80","3.90E-14","n/a"
"PRKCD","5580","NP_997704.1","C1_1","Phorbol esters/diacylglycerol binding domain (C1 domain)","Domain","CL0006","231","283","231","282","1","52","60.30","8.40E-17","n/a"
"PRKCD","5580","NP_006245.2","Pkinase_C","Protein kinase C terminal domain","Family","n/a","623","669","623","669","1","49","50.50","1.40E-13","n/a"
"PRKCD","5580","NP_997704.1","Pkinase_C","Protein kinase C terminal domain","Family","n/a","623","669","623","669","1","49","50.50","1.40E-13","n/a"
"PRKCD","5580","NP_006245.2","Pkinase","Protein kinase domain","Domain","CL0016","349","603","351","603","3","260","218.60","6.10E-65","491;473;473;473"
"PRKCD","5580","NP_997704.1","Pkinase","Protein kinase domain","Domain","CL0016","349","603","351","603","3","260","218.60","6.10E-65","491;473;473;473"
"PSMA3","5684","NP_002779.1","Proteasome","Proteasome subunit","Domain","CL0052","31","217","31","217","1","190","176.30","3.00E-52","n/a"
"PSMA3","5684","NP_687033.1","Proteasome","Proteasome subunit","Domain","CL0052","31","210","31","210","1","190","157.80","1.40E-46","n/a"
"PSMA3","5684","NP_002779.1","Proteasome_A_N","Proteasome subunit A N-terminal signature","Domain","n/a","8","30","8","30","1","23","52.60","1.50E-14","n/a"
"PSMA3","5684","NP_687033.1","Proteasome_A_N","Proteasome subunit A N-terminal signature","Domain","n/a","8","30","8","30","1","23","52.70","1.50E-14","n/a"
"PTEN","5728","NP_000305.3","PTEN_C2","C2 domain of PTEN tumour-suppressor protein","Family","n/a","188","349","188","349","1","133","144.50","1.20E-42","n/a"
"PTEN","5728","NP_000305.3","DSPc","Dual specificity phosphatase; catalytic domain","Domain","CL0031","47","175","80","159","42","114","32.50","4.40E-08","124"
"PTGS1","5742","NP_000953.2","An_peroxidase","Animal haem peroxidase","Family","n/a","139","219","145","214","21","92","50.50","8.60E-14","206;206"
"PTGS1","5742","NP_000953.2","An_peroxidase","Animal haem peroxidase","Family","n/a","215","582","220","575","142","524","268.30","8.60E-80","384;384"
"PTGS1","5742","NP_542158.1","An_peroxidase","Animal haem peroxidase","Family","n/a","142","221","145","214","21","92","50.70","7.60E-14","206;206"
"PTGS1","5742","NP_542158.1","An_peroxidase","Animal haem peroxidase","Family","n/a","212","405","220","397","142","323","150.40","4.70E-44","384;384"
"PTGS1","5742","NP_542158.1","An_peroxidase","Animal haem peroxidase","Family","n/a","395","545","398","538","384","524","102.60","1.50E-29","n/a"
"PTGS2","5743","NP_000954.1","An_peroxidase","Animal haem peroxidase","Family","n/a","128","569","131","559","20","521","316.40","2.40E-94","371;371;193;193"
"PTPRC","5788","NP_002829.2","PTP_N","Protein tyrosine phosphatase N terminal","Family","n/a","5","32","5","32","1","28","47.20","8.30E-13","n/a"
"PTPRC","5788","NP_002829.2","PTP_N","Protein tyrosine phosphatase N terminal","Family","n/a","33","60","33","60","1","28","33.10","2.10E-08","n/a"
"PTPRC","5788","NP_002829.2","CD45","Leukocyte receptor CD45","Family","n/a","234","294","234","293","1","60","104.40","1.60E-30","n/a"
"PTPRC","5788","NP_002829.2","fn3","Fibronectin type III domain","Domain","CL0159","391","465","393","460","3","76","27.50","2.10E-06","n/a"
"PTPRC","5788","NP_002829.2","fn3","Fibronectin type III domain","Domain","CL0159","484","563","484","562","1","83","25.20","1.00E-05","n/a"
"PTPRC","5788","NP_002829.2","Y_phosphatase","Protein-tyrosine phosphatase","Domain","CL0031","675","909","675","909","1","235","285.20","2.80E-85","851;851"
"PTPRC","5788","NP_002829.2","Y_phosphatase","Protein-tyrosine phosphatase","Domain","CL0031","966","1225","966","1224","1","234","280.50","7.10E-84","1167;1167"
"PTPRC","5788","NP_563578.1","PTP_N","Protein tyrosine phosphatase N terminal","Family","n/a","5","32","5","32","1","28","46.30","1.60E-12","n/a"
"PTPRC","5788","NP_563578.1","CD45","Leukocyte receptor CD45","Family","n/a","73","133","73","132","1","60","104.60","1.40E-30","n/a"
"PTPRC","5788","NP_563578.1","fn3","Fibronectin type III domain","Domain","CL0159","230","304","232","299","3","76","27.70","1.70E-06","n/a"
"PTPRC","5788","NP_563578.1","fn3","Fibronectin type III domain","Domain","CL0159","323","402","323","401","1","83","25.40","8.80E-06","n/a"
"PTPRC","5788","NP_563578.1","Y_phosphatase","Protein-tyrosine phosphatase","Domain","CL0031","514","748","514","748","1","235","285.40","2.20E-85","690;690"
"PTPRC","5788","NP_563578.1","Y_phosphatase","Protein-tyrosine phosphatase","Domain","CL0031","805","1064","805","1063","1","234","280.80","5.70E-84","1006;1006"
"PTPRC","5788","NP_563580.1","PTP_N","Protein tyrosine phosphatase N terminal","Family","n/a","5","32","5","32","1","28","55.70","1.70E-15","n/a"
"PYCARD","29108","NP_037390.2","CARD","Caspase recruitment domain","Domain","CL0041","112","195","113","194","2","84","75.40","1.80E-21","n/a"
"PYCARD","29108","NP_660183.1","CARD","Caspase recruitment domain","Domain","CL0041","93","176","94","175","2","84","75.70","1.40E-21","n/a"
"PYCARD","29108","NP_037390.2","PAAD_DAPIN","PAAD/DAPIN/Pyrin domain","Family","CL0041","4","87","5","86","2","82","74.00","4.50E-21","n/a"
"PYCARD","29108","NP_660183.1","PAAD_DAPIN","PAAD/DAPIN/Pyrin domain","Family","CL0041","4","87","5","86","2","82","74.40","3.50E-21","n/a"
"RAB2A","5862","NP_002856.1","Ras","Ras family","Domain","CL0023","8","169","8","168","1","161","212.10","2.20E-63","n/a"
"RAD51","5888","NP_001157741.1","Rad51","Rad51","Domain","CL0023","106","339","115","339","37","261","423.80","1.30E-127","n/a"
"RAD51","5888","NP_001157742.1","Rad51","Rad51","Domain","CL0023","78","261","78","258","1","181","324.30","3.00E-97","n/a"
"RAD51","5888","NP_002866.2","Rad51","Rad51","Domain","CL0023","78","338","78","338","1","261","481.60","2.90E-145","n/a"
"RAD51 ","5888","NP_597994.3","Rad51","Rad51","Domain","CL0023","106","339","115","339","37","261","423.80","1.30E-127","n/a"
"RAMP1","10267","NP_005846.1","RAMP","Receptor activity modifying family","Family","n/a","34","148","36","147","3","114","164.30","5.80E-49","n/a"
"RARRES1","5918","NP_002879.2","Latexin","Latexin","Family","n/a","51","228","52","227","2","170","286.60","7.30E-86","n/a"
"RARRES1","5918","NP_996846.1","Latexin","Latexin","Family","n/a","51","228","52","227","2","170","286.60","7.30E-86","n/a"
"RASGEF1A","221002","NP_660356.2","RasGEF","RasGEF domain","Family","n/a","211","412","213","411","3","187","156.60","4.70E-46","n/a"
"RASGEF1A","221002","NP_660356.2","RasGEF_N","RasGEF N-terminal motif","Family","n/a","44","148","46","140","3","98","64.20","7.20E-18","n/a"
"RASSF1","11186","NP_009113.3","C1_1","Phorbol esters/diacylglycerol binding domain (C1 domain)","Domain","CL0006","52","104","52","101","1","50","30.30","2.00E-07","n/a"
"RASSF1","11186","NP_733832.1","C1_1","Phorbol esters/diacylglycerol binding domain (C1 domain)","Domain","CL0006","52","108","52","105","1","50","27.50","1.60E-06","n/a"
"RASSF1","11186","NP_009113.3","RA","Ras association (RalGDS/AF-6) domain","Domain","CL0072","200","288","205","287","8","92","63.60","1.50E-17","n/a"
"RASSF1","11186","NP_733830.1","RA","Ras association (RalGDS/AF-6) domain","Domain","CL0072","48","137","54","136","8","92","65.30","4.30E-18","n/a"
"RASSF1","11186","NP_733831.1","RA","Ras association (RalGDS/AF-6) domain","Domain","CL0072","129","218","135","217","8","92","64.20","9.50E-18","n/a"
"RASSF1","11186","NP_733832.1","RA","Ras association (RalGDS/AF-6) domain","Domain","CL0072","204","292","209","291","8","92","63.50","1.60E-17","n/a"
"RASSF2","9770","NP_055552.1","RA","Ras association (RalGDS/AF-6) domain","Domain","CL0072","176","264","180","263","5","92","45.60","6.20E-12","n/a"
"RASSF2","9770","NP_739580.1","RA","Ras association (RalGDS/AF-6) domain","Domain","CL0072","176","264","180","263","5","92","45.60","6.20E-12","n/a"
"RASSF6","166824","NP_803876.1","RA","Ras association (RalGDS/AF-6) domain","Domain","CL0072","186","274","191","272","6","91","50.20","2.20E-13","n/a"
"RASSF6","166824","NP_958834.1","RA","Ras association (RalGDS/AF-6) domain","Domain","CL0072","218","306","223","304","6","91","50.00","2.60E-13","n/a"
"RBP1","5947","NP_001124464.1","Lipocalin","Lipocalin / cytosolic fatty-acid binding protein family","Domain","CL0116","68","148","69","144","2","78","40.90","1.50E-10","n/a"
"RBP1","5947","NP_001124465.1","Lipocalin","Lipocalin / cytosolic fatty-acid binding protein family","Domain","CL0116","68","149","69","146","2","80","41.60","9.40E-11","n/a"
"RBP1","5947","NP_002890.2","Lipocalin","Lipocalin / cytosolic fatty-acid binding protein family","Domain","CL0116","68","196","69","195","2","143","64.80","6.40E-18","n/a"
"RBP7","116362","NP_443192.1","Lipocalin","Lipocalin / cytosolic fatty-acid binding protein family","Domain","CL0116","6","134","6","133","1","143","65.30","4.50E-18","n/a"
"RHOC","389","NP_001036143.1","Ras","Ras family","Domain","CL0023","7","180","7","177","1","159","194.20","7.10E-58","n/a"
"RHOC","389","NP_001036144.1","Ras","Ras family","Domain","CL0023","7","180","7","177","1","159","194.20","7.10E-58","n/a"
"RHOC","389","NP_786886.1","Ras","Ras family","Domain","CL0023","7","180","7","177","1","159","194.20","7.10E-58","n/a"
"RNF213","57674","NP_066005.2","DZR","Double zinc ribbon","Family","CL0167","3","64","3","44","1","24","14.80","1.40E-02","n/a"
"RNF213","57674","NP_065965.4","zf-C3HC4","Zinc finger; C3HC4 type (RING finger)","Domain","CL0229","4046","4084","4046","4084","1","41","22.20","6.60E-05","n/a"
"RORB","6096","NP_008845.2","Hormone_recep","Ligand-binding domain of nuclear hormone receptor","Domain","n/a","241","433","244","431","4","202","91.40","3.10E-26","n/a"
"RORB","6096","NP_008845.2","zf-C4","Zinc finger; C4 type (two domains)","Domain","n/a","8","77","9","77","2","70","113.10","4.10E-33","n/a"
"RP54X","6191","NP_000998.1","KOW","KOW motif","Family","CL0107","177","211","178","211","2","32","22.40","5.00E-05","n/a"
"RP54X","6191","NP_000998.1","Ribosomal_S4e","Ribosomal family S4e","Family","n/a","94","170","94","170","1","77","109.00","5.30E-32","n/a"
"RP54X","6191","NP_000998.1","RS4NT","RS4NT (NUC023) domain","Domain","n/a","3","40","3","40","1","38","73.30","7.80E-21","n/a"
"RP54X","6191","NP_000998.1","S4","S4 domain","Family","n/a","42","90","43","90","2","48","23.00","3.00E-05","n/a"
"RPS6KB1","6198","NP_003152.1","Pkinase_C","Protein kinase C terminal domain","Family","n/a","373","417","374","417","3","49","41.10","1.30E-10","n/a"
"RPS6KB1","6198","NP_003152.1","Pkinase","Protein kinase domain","Domain","CL0016","91","352","91","352","1","260","240.40","1.40E-71","236;218;218;218"
"RPS6KB2","6199","NP_003943.2","Pkinase_C","Protein kinase C terminal domain","Family","n/a","348","393","350","393","3","49","45.30","6.00E-12","n/a"
"RPS6KB2","6199","NP_003943.2","Pkinase","Protein kinase domain","Domain","CL0016","67","328","67","328","1","260","235.30","4.90E-70","212;194;194;194"
"RUNX1","861","NP_001001890.1","Runt","Runt domain","Domain","CL0073","48","182","49","182","2","135","249.30","4.00E-75","n/a"
"RUNX1","861","NP_001116079.1","Runt","Runt domain","Domain","CL0073","48","182","49","182","2","135","251.20","1.00E-75","n/a"
"RUNX1","861","NP_001745.2","Runt","Runt domain","Domain","CL0073","75","209","76","209","2","135","249.10","4.40E-75","n/a"
"RUNX1","861","NP_001001890.1","RunxI","Runx inhibition domain","Family","n/a","359","453","359","453","1","101","143.00","2.60E-42","n/a"
"RUNX1","861","NP_001745.2","RunxI","Runx inhibition domain","Family","n/a","386","480","386","480","1","101","142.90","2.90E-42","n/a"
"RUNX1T1","862","NP_001185554.1","zf-MYND","MYND finger","Family","CL0175","488","524","488","524","1","40","30.40","2.10E-07","n/a"
"RUNX1T1","862","NP_001185555.1","zf-MYND","MYND finger","Family","CL0175","515","551","515","551","1","40","30.30","2.20E-07","n/a"
"RUNX1T1","862","NP_001185556.1","zf-MYND","MYND finger","Family","CL0175","515","551","515","551","1","40","30.30","2.20E-07","n/a"
"RUNX1T1","862","NP_001185557.1","zf-MYND","MYND finger","Family","CL0175","515","551","515","551","1","40","30.30","2.20E-07","n/a"
"RUNX1T1","862","NP_001185558.1","zf-MYND","MYND finger","Family","CL0175","515","551","515","551","1","40","30.30","2.20E-07","n/a"
"RUNX1T1","862","NP_001185559.1","zf-MYND","MYND finger","Family","CL0175","515","551","515","551","1","40","30.30","2.20E-07","n/a"
"RUNX1T1","862","NP_001185560.1","zf-MYND","MYND finger","Family","CL0175","515","551","515","551","1","40","30.30","2.20E-07",""
"RUNX1T1","862","NP_001185561.1 ","zf-MYND","MYND finger","Family","CL0175","515","551","515","551","1","40","30.30","2.20E-07",""
"RUNX1T1","862","NP_001185562.1","zf-MYND","MYND finger","Family","CL0175","495","531","495","531","1","40","30.40","2.10E-07","n/a"
"RUNX1T1","862","NP_001185563.1","zf-MYND","MYND finger","Family","CL0175","526","562","526","562","1","40","30.30","2.20E-07","n/a"
"RUNX1T1","862","NP_001185608.1","zf-MYND","MYND finger","Family","CL0175","574","610","574","610","1","40","30.20","2.50E-07","n/a"
"RUNX1T1","862","NP_004340.1 ","zf-MYND","MYND finger","Family","CL0175","488","524","488","524","1","40","30.40","2.10E-07","n/a"
"RUNX1T1","862","NP_783552.1","zf-MYND","MYND finger","Family","CL0175","515","551","515","551","1","40","30.30","2.20E-07","n/a"
"RUNX1T1","862","NP_783553.1","zf-MYND","MYND finger","Family","CL0175","515","551","515","551","1","40","30.30","2.20E-07","n/a"
"RUNX1T1","862","NP_783554.1","zf-MYND","MYND finger","Family","CL0175","478","514","478","514","1","40","30.40","2.00E-07","n/a"
"RUNX1T1","862","NP_001185554.1","TAFH","NHR1 homology to TAF","Family","n/a","93","188","94","187","2","96","117.80","9.50E-35","n/a"
"RUNX1T1","862","NP_001185555.1","TAFH","NHR1 homology to TAF","Family","n/a","120","215","121","214","2","96","117.70","1.00E-34","n/a"
"RUNX1T1","862","NP_001185556.1","TAFH","NHR1 homology to TAF","Family","n/a","120","215","121","214","2","96","117.70","1.00E-34","n/a"
"RUNX1T1","862","NP_001185557.1","TAFH","NHR1 homology to TAF","Family","n/a","120","215","121","214","2","96","117.70","1.00E-34","n/a"
"RUNX1T1","862","NP_001185558.1","TAFH","NHR1 homology to TAF","Family","n/a","120","215","121","214","2","96","117.70","1.00E-34","n/a"
"RUNX1T1","862","NP_001185559.1","TAFH","NHR1 homology to TAF","Family","n/a","120","215","121","214","2","96","117.70","1.00E-34","n/a"
"RUNX1T1","862","NP_001185560.1","TAFH","NHR1 homology to TAF","Family","n/a","120","215","121","214","2","96","117.70","1.00E-34","n/a"
"RUNX1T1","862","NP_001185561.1 ","TAFH","NHR1 homology to TAF","Family","n/a","120","215","121","214","2","96","117.70","1.00E-34","n/a"
"RUNX1T1","862","NP_001185562.1","TAFH","NHR1 homology to TAF","Family","n/a","100","195","101","194","2","96","117.80","9.70E-35","n/a"
"RUNX1T1","862","NP_001185563.1","TAFH","NHR1 homology to TAF","Family","n/a","131","226","132","225","2","96","117.70","1.00E-34","n/a"
